,id,age,habitationStatus,addresses/principalResidence/municipality,addresses/principalResidence/latitude,addresses/principalResidence/longitude,workActivity,totalIncome,Food and Dining,Income,Entertainment,Transfer,Shopping,Bills and Utilities,Auto and Transport,Home,Taxes,Health and Fitness,Fees and Charges,Mortgage and Rent,Travel,spending
55,45a34368-2854-49f8-8cdd-22648b572565,36,With Spouse,Toronto,43.6668979,-79.46427713,fulltime,45883,150,15,6,52,14,26,19,11,5,0,7,0,0,43983.28
56,c3f1ba76-5f60-48ab-a51e-b4a31b64a0a9,54,With Spouse,East York,43.68918114,-79.35381445,parttime,16992.4,144,15,7,15,15,6,20,9,1,0,0,0,0,15020.7
57,723d6952-3f64-4305-b83e-d27b8a9370e2,51,With Spouse,Scarborough,43.81836754,-79.20026899,unemployed,0,113,0,0,0,5,0,0,0,0,0,6,0,0,2160.88953
58,43c8c0d0-9fb7-46d2-ac8f-e3341fe5a0b8,19,With Parent,North York,43.7069298,-79.49976079,unemployed,0,109,1,0,31,14,0,0,0,0,0,0,0,0,184.88
59,90e6ecaf-6907-4456-865d-91b10c72bc69,62,With Spouse,Etobicoke,43.68584404,-79.56129246,fulltime,43436.85,138,15,6,22,16,27,15,9,6,0,0,0,0,36733
60,b6d9b394-84d4-49c3-8fd0-5127ddc7a5da,59,With Spouse,Toronto,43.67272303,-79.38949635,fulltime,51237.1,147,15,7,74,8,18,26,13,0,0,0,7,0,50406.97
61,05c1ebdc-72c4-4608-8642-666825dc9069,56,With Spouse,North York,43.78843313,-79.35474035,fulltime,43230.8,145,17,6,34,12,7,15,9,0,0,0,0,0,37071.59
62,54f38c09-ccbf-4dfc-821b-317bd1174778,36,With Spouse,North York,43.78586037,-79.39106244,unemployed,0,114,0,0,0,8,0,0,0,0,0,6,0,0,3096.712053
63,4ed719f7-bdb0-48d7-8818-749efd835fb8,51,With Spouse,Etobicoke,43.61327317,-79.49275551,fulltime,50187.15,150,16,7,15,7,12,21,11,0,0,0,0,0,52605.29
64,9a58fc0d-ed7f-41d6-80cd-6eb305334d38,77,With Spouse,North York,43.72053763,-79.5031608,unemployed,7952.7,147,16,6,16,4,27,14,9,5,7,6,0,0,10623.71455
65,4892ffd0-28c2-48f8-9903-25c9f752ac9e,55,With Spouse,North York,43.73561016,-79.46487753,parttime,27556.3,140,16,5,50,16,27,24,9,0,14,0,0,0,18358.98
66,077b24e1-4b20-439f-afee-d4acd2561c8e,41,With Spouse,Scarborough,43.73964452,-79.29602415,fulltime,40307.3,151,17,7,35,23,7,15,9,0,0,0,0,0,27743.17
67,3f5271db-eb2b-4606-a7a7-84eb0d7a7695,63,With Spouse,Etobicoke,43.63660138,-79.5180968,fulltime,58246.4,150,15,6,30,14,0,21,8,0,0,0,0,0,52451.59
68,ccdb2f11-4b84-4f21-91bb-49f0fa3369fa,35,With Spouse,Etobicoke,43.7194349,-79.58744407,fulltime,99191,152,15,7,29,23,33,14,10,6,0,0,0,0,87528.81
69,2ff66224-d9f9-443b-838c-a51955ae381d,56,With Spouse,North York,43.78198751,-79.34282216,parttime,33026.85,147,16,6,22,129,34,20,9,0,0,0,0,0,23039.33
70,a66079bc-b7f5-4e74-a984-f899fb5c8172,19,With Parent,Etobicoke,43.68779128,-79.5166736,unemployed,0,115,1,0,30,10,0,0,0,1,0,0,0,0,209.21
71,150efbbc-6451-49e5-9e2c-c2b00d0e0813,17,With Parent,Toronto,43.71432238,-79.40731565,unemployed,0,103,1,0,30,11,0,0,0,0,0,0,0,0,115.56
72,9baeb6e0-c487-469b-adcd-fb557ec081e1,15,With Parent,North York,43.71598981,-79.43484539,unemployed,0,97,1,0,30,5,0,0,0,0,0,0,0,0,63.79
73,5541df6e-8468-4a70-ac98-ddc17773e1c3,43,With Spouse,Toronto,43.66907806,-79.37172106,parttime,12247.4,146,15,7,14,138,27,13,10,5,0,7,0,0,7623.26
74,a1694ef5-6600-4a77-8a15-c38e853ed54c,23,With Parent,Etobicoke,43.75804005,-79.59435831,parttime,9786.48,120,16,0,45,14,0,0,0,0,0,0,0,0,11611.84
75,1408ab87-6c8c-408a-ae58-bdbdc4a823f2,14,With Parent,North York,43.78881019,-79.39134486,unemployed,0,99,0,0,30,8,0,0,0,1,0,0,0,0,99.08
76,39405921-6d10-4e70-b4bb-b69c984de6e1,21,With Parent,York,43.70326335,-79.44103039,parttime,5619.9,113,15,0,44,13,0,0,0,1,0,0,0,0,6649.82
77,c3b5a01f-c0c5-4185-9902-07025b112877,17,With Parent,North York,43.72228135,-79.30334869,unemployed,0,105,0,0,31,11,0,0,0,0,0,0,0,0,54.5
78,2bbd235c-a090-4289-93db-b3a8ca7b2cf2,33,With Parent,East York,43.68790629,-79.35756747,fulltime,23004,122,16,0,44,12,0,0,0,1,0,0,0,0,26194.1
79,7e7f6da6-1ca6-4f18-a585-c57197cce53f,16,With Parent,York,43.68827822,-79.43996614,unemployed,0,104,0,0,31,6,0,0,0,0,0,0,0,0,72.18
80,a5c28853-27e4-4ad6-8d54-44247c956ce9,24,With Parent,North York,43.72310928,-79.4288038,parttime,17805.48,117,15,0,44,12,0,0,0,1,0,0,0,0,20574.64
81,62b1d195-9d85-4ea1-9817-e56eab758e3f,36,With Spouse,Toronto,43.68730139,-79.40232434,fulltime,69868,141,16,8,29,140,14,16,7,0,0,0,0,0,71138.7
82,ccc9f083-0bc6-430c-b9b9-c4f3d091e70c,21,With Parent,Scarborough,43.77877277,-79.32427312,parttime,3111.9,114,16,0,32,13,0,0,0,0,0,0,0,0,4034.22
83,91fbbaee-c79f-4718-ae18-d0a16c30390b,52,With Spouse,Etobicoke,43.64598519,-79.54748322,fulltime,46491.05,142,16,6,14,15,19,17,9,1,0,0,0,0,48029.75
84,9e4659bc-504d-4b27-af26-5238130042a5,36,With Spouse,Toronto,43.64210487,-79.41465118,fulltime,91721,157,15,7,16,12,33,18,9,0,0,0,7,0,82066.61
85,9e8f0e7b-7acd-4d93-80a9-0e8b7382ef32,36,With Spouse,York,43.70632754,-79.52956787,fulltime,23124,152,15,7,57,29,7,15,9,0,0,1,0,0,13542.08853
86,82ec7107-301e-4e19-94d6-56465e596cd7,33,With Parent,North York,43.76145267,-79.38003992,fulltime,54903,123,16,0,44,13,0,0,0,0,0,0,0,0,63177.03
87,f6c82b7f-c364-4495-aca8-73ad5de3e50d,16,With Parent,Toronto,43.67235146,-79.32659497,unemployed,0,106,2,0,29,6,0,0,0,0,0,0,0,0,104.14
88,18342474-2547-40e6-b50f-ff451b985014,25,With Parent,Toronto,43.66970903,-79.30774877,parttime,15363.81,117,15,0,43,15,0,0,0,2,0,0,0,0,17799.69
89,4bb91116-188a-4c8e-b513-799cfcacb5a4,52,With Spouse,Toronto,43.69982783,-79.43438582,fulltime,173923.7,138,15,7,15,142,19,15,10,1,0,0,0,0,192789.4
90,881d84fa-6460-4534-91f5-a0430bc5d808,40,With Spouse,Toronto,43.64008873,-79.39395743,fulltime,42737,144,15,7,16,17,6,23,6,0,0,0,0,0,44065.09
91,ec483206-47b6-47b6-8f5f-d04287eeadcd,56,With Spouse,North York,43.76145267,-79.38003992,fulltime,65067,138,15,8,45,7,27,14,11,0,0,0,7,0,49069.7
92,1fdf625e-9602-4864-8e8d-128de11bd5ba,51,With Spouse,Scarborough,43.71290861,-79.24748117,unemployed,0,108,0,0,0,4,0,0,0,0,0,6,0,0,2143.436491
93,5aac0493-7bc4-43dc-b233-6cb09e15a8ce,61,With Spouse,Toronto,43.65908951,-79.3421397,fulltime,61917.15,141,16,7,15,8,6,27,8,0,0,0,0,2,66026.68
94,a0db4ffa-7ba7-43a9-ae19-7d06aa04fabe,56,With Spouse,Scarborough,43.8107124,-79.32655866,parttime,28437.2,146,15,7,22,6,27,17,8,0,0,0,0,0,21845.37
95,0249bf2b-845f-4f2d-95d0-ce9e35a57055,54,With Spouse,North York,43.73749997,-79.50164419,fulltime,37946.55,148,16,7,22,8,27,20,10,5,14,0,0,0,31455.02
96,4e7a1825-a1a5-4342-a351-6307816e77fb,51,With Spouse,Toronto,43.70625327,-79.42523784,unemployed,0,113,0,0,0,7,0,0,0,0,0,6,0,0,2519.096743
97,b39f563e-a249-4493-a7a9-99c1a901926d,37,With Parent,North York,43.74294062,-79.50096109,parttime,15544,113,16,0,43,7,0,0,0,1,0,0,0,0,17314.5
98,bf4cfed1-bd4b-47e7-a0ba-7e998f290e3c,25,With Parent,Toronto,43.66504253,-79.32147306,parttime,7743.45,113,15,0,45,11,0,0,0,0,0,0,0,0,8761.86
99,d7b518ac-b11d-4e18-9ace-6c24342a7c6b,22,With Parent,Toronto,43.64739099,-79.39393318,parttime,8326.56,118,16,0,44,14,0,0,0,1,0,0,0,0,9768.61
100,8d4fa362-45ad-4bee-9855-7ddaac7c6639,58,With Spouse,York,43.68670759,-79.43572317,unemployed,0,112,0,0,0,7,0,0,0,0,0,6,0,0,2298.899516
101,55c37915-9d46-4042-9f30-0a6028cfb6da,18,With Parent,York,43.70632754,-79.52956787,unemployed,0,107,0,0,31,9,0,0,0,0,0,0,0,0,19.58
102,5a307f08-2d2b-49bc-8e93-d0441fd31b15,67,With Spouse,North York,43.71536664,-79.50570208,unemployed,0,110,0,0,0,7,0,0,0,0,0,6,0,0,2638.117897
103,c2dcd96a-e591-4c5e-ad5e-ebd29f5c83d9,24,With Parent,Scarborough,43.78243213,-79.14663566,parttime,13065.69,120,16,0,44,11,0,0,0,0,0,0,0,0,14808.51
104,a7bf9cee-9d2e-432c-af55-08edaec729f1,24,With Parent,Toronto,43.63719615,-79.4006886,parttime,2783.55,119,16,0,42,13,0,0,0,0,0,1,0,0,3517.28
105,bbc6b52a-36ca-417c-9261-8e5e1ffbbb28,33,With Parent,York,43.70326335,-79.44103039,parttime,18898,120,15,0,44,12,0,0,0,1,0,0,0,0,21530.8
106,975c79d2-57e3-4b1c-ac8a-cd504300a51f,27,With Parent,Etobicoke,43.6515904,-79.57341896,parttime,7595.28,116,17,0,43,14,0,0,0,0,0,0,0,0,8405.68
107,55d59ca5-bd92-43f4-8878-93dbb9294e46,52,With Spouse,North York,43.78028156,-79.44551629,fulltime,70930.85,143,16,6,29,9,19,17,12,5,0,7,0,0,70353.08
108,2c3d1254-61d6-4a22-9cde-5dfc086aaabb,35,With Parent,Scarborough,43.75063633,-79.26384288,parttime,17462,120,16,0,44,15,0,0,0,0,0,0,0,0,19999.76
109,dcc228e7-2bbe-488e-872c-bb12ae3364a2,53,With Spouse,Scarborough,43.7720555,-79.28531424,parttime,15513.5,146,16,7,90,133,7,16,7,0,0,2,0,0,10880.91174
110,da2f94b6-1baa-46ec-8621-d46cb8aff9cc,36,With Spouse,Scarborough,43.79216121,-79.14828991,fulltime,57975,145,17,7,14,150,19,15,9,0,13,0,0,0,60010.36
111,6769f01e-78b1-4f74-8392-f76f02b3e60f,35,With Spouse,Toronto,43.64948927,-79.3871808,fulltime,44168,148,15,6,14,144,20,27,9,2,0,0,7,0,45098.35
112,578e3afe-7988-48a3-b2a2-46561a3f0542,60,With Spouse,North York,43.78881019,-79.39134486,fulltime,49277.5,144,16,7,36,15,0,16,9,0,0,0,0,0,49838.78
113,cdacdd41-469e-465e-b144-da8d17d34df0,52,With Spouse,Toronto,43.68264834,-79.41927682,fulltime,55086.15,141,16,8,15,8,12,17,10,0,0,0,7,0,58847.99
114,2270ca30-64a7-4352-a7c2-f8c4516839e1,53,With Spouse,Scarborough,43.77246357,-79.21232514,fulltime,36509.05,145,15,7,52,14,28,28,9,0,0,0,0,0,26145.18
115,603626ba-e47c-44ba-97fe-e8083f505f2d,25,With Parent,Etobicoke,43.62753359,-79.57804943,parttime,8428.86,125,15,0,44,15,0,0,0,1,0,0,0,0,9944.01
116,9d1e17fd-ee5f-4b6f-84d0-6671f99b1813,56,With Spouse,Etobicoke,43.65454029,-79.52226137,fulltime,97386.6,147,15,8,52,14,12,17,13,0,0,0,0,0,103757.88
117,18ce9b1f-dfbc-4911-b0b3-45bf90b5ce7f,39,With Spouse,North York,43.73846813,-79.48949424,fulltime,39628,139,15,7,23,151,7,27,9,0,15,0,7,0,28194.24
118,f55fe48c-9d77-4cbe-b07b-b8ccb8ace535,51,With Spouse,North York,43.7861419,-79.36251793,parttime,28529.2,140,15,7,44,15,27,16,11,7,0,0,0,0,17765.33
119,36a845b2-c864-445f-9695-188f686fcf34,59,With Spouse,Scarborough,43.75175676,-79.23096334,fulltime,43656.3,142,17,7,20,7,33,15,9,5,0,0,0,0,37025.26
120,2b1eb490-975f-4c48-897a-0104e16cdd06,51,With Spouse,Toronto,43.70443125,-79.42733034,fulltime,75977.05,144,15,4,16,12,6,21,12,0,0,0,0,0,83151.95
121,36633aa8-99ff-4b65-a885-c5bf67e8c122,50,With Spouse,Toronto,43.68075498,-79.33920627,fulltime,106321.6,146,16,7,29,11,34,15,11,5,0,0,0,0,96378.41
122,3e19a38f-9525-4da9-a8e0-24dc0f3be9c9,56,With Spouse,North York,43.72469017,-79.43042978,fulltime,81184.25,141,16,7,14,7,6,16,12,1,0,0,0,0,89500.59
123,487d9e86-ba39-4d7b-b498-dc6601a32e2d,14,With Parent,North York,43.75107905,-79.46572668,unemployed,0,103,0,0,31,2,0,0,0,0,0,0,0,0,26.32
124,da400ff5-e86a-4002-b7a6-016a57232a26,38,With Spouse,East York,43.68980196,-79.353583,fulltime,33984,145,15,6,16,15,26,19,9,0,13,0,7,0,33636.01
125,7ae6022b-e1a7-44d1-9039-3b550430bad9,55,With Spouse,Scarborough,43.7113671,-79.27072124,fulltime,35771.9,143,15,7,37,7,0,29,9,0,0,0,0,0,24903.82
126,5b9a47ce-9e37-4948-84a8-466fbe2629e2,55,With Spouse,Toronto,43.65908951,-79.3421397,fulltime,70892.9,140,15,6,15,7,12,25,10,1,0,0,0,0,76559.21
127,480e8b38-2676-4d63-892e-377a841fb640,40,With Spouse,Toronto,43.70152162,-79.42413462,fulltime,37825,145,16,7,15,8,12,26,10,0,0,0,0,0,38943.97
128,99d0c47b-1f15-48f7-80ca-288b40e3ddf5,54,With Spouse,North York,43.7861419,-79.36251793,parttime,33455.8,149,15,6,30,141,7,20,7,0,0,0,0,0,20541.18
129,7e308762-1e2e-4ef1-adaa-4d5a05c6e846,54,With Spouse,Etobicoke,43.67312938,-79.55546585,parttime,25302.3,147,16,6,74,5,6,14,9,0,0,0,0,0,24003.69
130,f14b576e-8581-498e-8294-0fa87f4d8fa7,53,With Spouse,Toronto,43.67872142,-79.39138658,unemployed,0,116,0,0,0,7,0,0,0,0,0,6,0,0,2667.408224
131,da1620e9-8f56-46d2-a3af-6a4ca00c00b0,35,With Spouse,North York,43.7759958,-79.3931272,unemployed,0,111,0,0,0,14,0,0,0,0,0,6,0,0,2702.223187
132,4e695c5d-efb2-4704-939c-02606ba54177,49,With Spouse,Scarborough,43.78297722,-79.1375617,fulltime,47690.5,143,16,5,21,8,27,27,10,5,0,0,0,0,41270.02
133,091b5a3b-e8b6-4efa-a5f4-73336f458412,51,With Spouse,Scarborough,43.77316117,-79.13809964,fulltime,70627.25,149,15,7,16,5,6,12,9,0,14,0,7,2,75585.66
134,6d0ce956-a1c1-4aac-9add-3f09d4474773,55,With Spouse,Toronto,43.66676006,-79.47681165,fulltime,35674.15,148,15,6,52,146,41,27,10,5,0,0,0,0,23816.42
135,f32e547c-cad4-47c1-925b-36ac7fb2c230,57,With Spouse,Scarborough,43.8107124,-79.32655866,fulltime,37108.2,142,15,7,22,7,0,13,10,0,11,0,7,0,27138.29
136,c1b6e541-0f0e-4e6e-acd3-4fd8a199fcd7,56,With Spouse,Toronto,43.65366653,-79.46734637,fulltime,37426.75,141,16,7,15,5,12,20,8,0,0,0,0,0,39662.9
137,edc8d449-6b8b-4924-9006-5c01eec6538a,53,With Spouse,Toronto,43.68093361,-79.31756436,fulltime,40539.8,142,15,4,37,15,0,20,8,0,0,0,0,0,32499.66
138,eedff905-8585-4b26-b473-18080b6acd51,53,With Spouse,York,43.70326335,-79.44103039,parttime,19495.95,139,17,6,93,7,0,24,7,0,0,0,0,0,13620.03
139,1fd1efe7-90dd-4cb5-bec1-2df6c44cf2a6,55,With Spouse,Scarborough,43.76978041,-79.24719619,fulltime,57514.95,144,16,6,35,6,6,20,10,1,0,0,0,0,54514.32
140,1cc9205a-573d-4a26-ab08-adb2f3564939,54,With Spouse,North York,43.76663654,-79.40855431,fulltime,35038.2,144,16,7,22,17,33,24,12,0,14,0,0,0,25292.07
141,db147ba8-2be6-4918-b9d0-8d23c9c0c6de,56,With Spouse,North York,43.76897601,-79.38309718,fulltime,41263.15,145,15,7,16,6,13,13,6,0,0,0,7,0,44290.56
142,6d5bba69-3368-4384-9eda-79d3c2e4f45b,54,With Spouse,Toronto,43.63719615,-79.4006886,parttime,9465.65,145,15,6,40,15,13,19,9,1,0,1,0,0,6281.303055
143,c502d353-f0f0-4d5d-8380-191d4a9b8121,56,With Spouse,Toronto,43.64177814,-79.42190551,fulltime,61684.85,145,15,5,30,7,0,20,8,0,0,0,0,0,63495.88
144,7fffae3f-2628-4264-b7da-3956430db95e,34,With Spouse,Toronto,43.65597975,-79.44382919,fulltime,41789,146,15,7,15,19,7,20,8,1,0,0,7,0,43124.82
