,id,age,habitationStatus,addresses/principalResidence/municipality,addresses/principalResidence/latitude,addresses/principalResidence/longitude,workActivity,totalIncome,Food and Dining,Income,Entertainment,Transfer,Shopping,Bills and Utilities,Auto and Transport,Home,Taxes,Health and Fitness,Fees and Charges,Mortgage and Rent,Travel,spending
16,25ff9964-1aa9-4b42-b25b-926a9360f129,42,With Spouse,North York,43.76159398,-79.32540302,fulltime,36595.9,142.0,15.0,5.0,16.0,9.0,7.0,26.0,9.0,0.0,0.0,0.0,0.0,0.0,37441.00999999995
17,6d3e56d3-e2aa-4c68-8697-27257d8ab10e,33,With Parent,North York,43.72228135,-79.30334869,fulltime,39961.0,121.0,15.0,0.0,46.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46225.08
18,b03efa92-c68e-403a-ae76-26dea3f27313,35,With Spouse,Etobicoke,43.59714523,-79.50281981,fulltime,48257.0,141.0,15.0,7.0,22.0,23.0,0.0,20.0,8.0,1.0,0.0,0.0,7.0,0.0,39550.500000000015
19,7b3f0db2-46ad-4be0-b67b-f1dd7f9c6f01,23,With Parent,North York,43.727945500000004,-79.4168317,parttime,13575.21,113.0,17.0,0.0,43.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15662.160000000003
20,30ddb4f8-3e7c-4eba-bca2-9721e47119a8,58,With Spouse,Scarborough,43.77693041,-79.1696452,unemployed,0.0,112.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,2486.014716060171
21,301048c3-314f-41b3-bd6d-04def4ab4e86,36,With Spouse,Scarborough,43.76621534,-79.31392252,fulltime,30470.0,155.0,15.0,7.0,36.0,19.0,6.0,19.0,8.0,1.0,0.0,0.0,0.0,0.0,19126.959999999995
22,6a795a6a-bd80-4335-856d-b3439e08f3e7,62,With Spouse,Toronto,43.734996200000005,-79.40513065,fulltime,71309.85,144.0,15.0,6.0,23.0,8.0,12.0,14.0,8.0,5.0,12.0,0.0,0.0,1.0,76038.31000000001
23,6456e336-1975-4380-9956-bd2576e00df4,53,With Spouse,Toronto,43.67063782,-79.39592090000001,fulltime,59415.9,140.0,16.0,3.0,45.0,144.0,13.0,19.0,9.0,0.0,15.0,0.0,0.0,0.0,62261.17000000004
24,decbd4aa-e1d9-4bc4-ae1a-ebee2c435a59,53,With Spouse,North York,43.7120067,-79.48080272,fulltime,45473.3,148.0,15.0,6.0,44.0,146.0,19.0,23.0,10.0,1.0,0.0,0.0,0.0,0.0,44350.29999999999
25,98e4b2ba-75fe-4794-aa75-83a4ef25b56a,26,With Parent,Etobicoke,43.73026966,-79.62498455,parttime,11235.18,112.0,17.0,0.0,43.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12659.420000000004
26,f7ff4d9d-f9bf-420c-9b70-16f635818bf6,56,With Spouse,Toronto,43.67804442,-79.44630149,fulltime,94478.25,142.0,15.0,6.0,74.0,140.0,24.0,15.0,9.0,0.0,0.0,0.0,0.0,0.0,100712.69000000002
27,abea2e58-13aa-4f74-8816-4da6960fe2bf,28,With Parent,Scarborough,43.81820805,-79.2077985,parttime,11120.01,118.0,15.0,0.0,45.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12846.409999999996
28,a066087f-ac78-401a-bd1f-d77f8f3a2807,55,With Spouse,Toronto,43.64739099,-79.39393318,fulltime,79245.35,143.0,16.0,7.0,15.0,7.0,7.0,18.0,13.0,0.0,14.0,0.0,7.0,0.0,86143.51000000002
29,d7baa64e-5143-4b1a-ab36-fd216c5140b7,51,With Spouse,North York,43.71536664,-79.50570208,fulltime,61584.8,142.0,16.0,6.0,15.0,14.0,12.0,17.0,7.0,0.0,0.0,0.0,0.0,0.0,65589.50000000001
30,c65b9951-2284-44d2-b13f-561c4966dcce,35,With Spouse,Scarborough,43.76639877,-79.20629716,unemployed,78025.0,155.0,16.0,7.0,29.0,13.0,27.0,25.0,11.0,5.0,0.0,0.0,0.0,0.0,68679.04999999999
31,7254abde-a6df-4384-8e5f-0282a32a1dc2,35,With Spouse,North York,43.78586037,-79.39106244,fulltime,91032.0,146.0,16.0,7.0,44.0,26.0,32.0,14.0,10.0,1.0,0.0,0.0,0.0,0.0,96755.73000000013
32,1f49f93f-00ec-40a2-904e-9ece90c62c23,51,With Spouse,East York,43.69619886,-79.32315764,fulltime,67064.8,146.0,15.0,6.0,88.0,150.0,47.0,16.0,10.0,5.0,0.0,0.0,0.0,0.0,44465.7399999999
33,62dbbe72-3579-4910-b3db-55a7046cade5,54,With Spouse,Etobicoke,43.65193531,-79.56812821,parttime,25398.9,142.0,15.0,6.0,15.0,6.0,13.0,15.0,7.0,1.0,0.0,0.0,7.0,0.0,26393.69000000001
34,e81ac416-e5ca-41c3-a961-6b3fc91894bc,52,With Spouse,North York,43.79162049,-79.33969411,fulltime,40273.0,137.0,15.0,6.0,21.0,144.0,34.0,17.0,11.0,2.0,13.0,0.0,0.0,0.0,30501.039999999986
35,cbac9bad-1644-4f37-90e8-c950caabcb21,35,With Spouse,Scarborough,43.69275131,-79.26100728,fulltime,48948.0,143.0,15.0,6.0,16.0,21.0,18.0,21.0,11.0,0.0,0.0,0.0,0.0,0.0,50590.55000000001
36,389f3589-2446-461c-aff8-afa394e911d7,54,With Spouse,Toronto,43.67008865,-79.40549896,fulltime,35820.2,138.0,15.0,5.0,74.0,7.0,7.0,16.0,7.0,0.0,14.0,0.0,0.0,0.0,34779.79
37,689c5bff-a8e4-4412-afb8-b00a13b04687,53,With Spouse,Toronto,43.67653164,-79.3109225,fulltime,125385.65,145.0,16.0,8.0,29.0,7.0,33.0,13.0,13.0,5.0,0.0,0.0,0.0,0.0,125878.49000000002
38,4a257d66-0f97-430e-96eb-5fbec3aab676,30,With Parent,Toronto,43.68093361,-79.31756436,parttime,9657.12,113.0,15.0,0.0,45.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10083.28
39,0f202a30-b31a-43b1-9911-6b28025e2a08,36,With Spouse,Toronto,43.70250499,-79.38430736,fulltime,87981.0,149.0,15.0,7.0,37.0,13.0,0.0,15.0,10.0,0.0,0.0,0.0,0.0,0.0,84967.54000000001
40,012c8e83-d535-43bc-9915-df0163ece210,27,With Parent,North York,43.7861419,-79.36251793,parttime,8236.47,122.0,16.0,0.0,44.0,12.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9807.610000000002
41,0ec61b41-9bde-4a56-85c3-d79099466191,56,With Spouse,North York,43.79355277,-79.33216383,parttime,32223.0,148.0,15.0,7.0,21.0,136.0,33.0,23.0,8.0,7.0,0.0,0.0,0.0,0.0,24453.53999999999
42,c864085f-d9fa-4d8e-9fcf-ee5a2e04ca2f,48,With Spouse,Etobicoke,43.59129363,-79.53234020000001,parttime,21642.5,143.0,16.0,5.0,15.0,17.0,13.0,13.0,8.0,0.0,11.0,0.0,0.0,0.0,19822.450000000008
43,59e34963-4c34-40b6-8424-90a06e0d4202,19,With Parent,Toronto,43.64683295,-79.37521636,unemployed,0.0,112.0,1.0,0.0,29.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,119.07000000000005
44,3c2e1a07-2f77-46aa-8600-6688697c2de9,40,With Spouse,Toronto,43.6462357,-79.37634870000001,fulltime,32052.0,136.0,15.0,6.0,22.0,8.0,19.0,20.0,10.0,6.0,0.0,7.0,0.0,0.0,29842.569999999974
45,831e0f80-cf85-46ca-a0e1-5e2d52bdbef1,36,With Spouse,York,43.70496607,-79.52037759,fulltime,44935.0,151.0,16.0,5.0,22.0,12.0,6.0,18.0,8.0,0.0,0.0,0.0,0.0,0.0,48344.45999999998
46,0592505b-919f-4abd-9d51-5d9128af98aa,16,With Parent,Scarborough,43.76074871,-79.21711293,unemployed,0.0,104.0,0.0,0.0,31.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.21999999999998
47,d4fbf0a3-2f6f-483b-be01-24b51bb8aba9,59,With Spouse,North York,43.73782478,-79.48634279,fulltime,43997.85,151.0,15.0,7.0,16.0,9.0,13.0,27.0,7.0,0.0,0.0,0.0,0.0,0.0,46377.460000000014
48,d56e9472-7528-4a81-a0c2-19d01475eeb9,61,With Spouse,North York,43.74294062,-79.50096109,parttime,17799.7,144.0,16.0,7.0,22.0,13.0,31.0,15.0,8.0,5.0,0.0,7.0,0.0,0.0,14115.680000000002
49,e416fe02-fc8a-4e84-9324-807111e58fa1,17,With Parent,North York,43.79197893,-79.42010101,unemployed,0.0,107.0,2.0,0.0,29.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192.12000000000006
50,1bc31769-e8bc-4e58-b25f-919fcb1ce4a3,55,With Spouse,Toronto,43.67798387,-79.42626135,fulltime,72331.55,149.0,16.0,7.0,36.0,5.0,0.0,12.0,9.0,0.0,0.0,0.0,0.0,0.0,71934.29999999997
51,25a8d9f9-89ce-448a-8da9-572c713412f6,20,With Parent,North York,43.72053763,-79.5031608,unemployed,0.0,111.0,1.0,0.0,30.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.28000000000011
52,e1c4f22f-238d-4ca4-b5dc-e04fcd5e0b41,31,With Parent,York,43.68681648,-79.46346677,parttime,7499.58,118.0,16.0,0.0,44.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8396.390000000005
53,c66e5861-6049-4aa8-aa21-e309706db48e,52,With Spouse,Toronto,43.67798387,-79.42626135,fulltime,54749.2,146.0,17.0,6.0,21.0,8.0,28.0,26.0,12.0,5.0,0.0,0.0,0.0,0.0,53000.490000000005
54,f40ebce2-5840-4583-a999-be5ce221e7c1,53,With Spouse,North York,43.75769434,-79.50981397,fulltime,35255.55,141.0,15.0,7.0,29.0,6.0,0.0,26.0,7.0,1.0,0.0,0.0,0.0,0.0,28448.05
55,45a34368-2854-49f8-8cdd-22648b572565,36,With Spouse,Toronto,43.6668979,-79.46427713,fulltime,45883.0,150.0,15.0,6.0,52.0,14.0,26.0,19.0,11.0,5.0,0.0,7.0,0.0,0.0,43983.280000000006
56,c3f1ba76-5f60-48ab-a51e-b4a31b64a0a9,54,With Spouse,East York,43.68918114,-79.35381445,parttime,16992.4,144.0,15.0,7.0,15.0,15.0,6.0,20.0,9.0,1.0,0.0,0.0,0.0,0.0,15020.700000000006
57,723d6952-3f64-4305-b83e-d27b8a9370e2,51,With Spouse,Scarborough,43.81836754,-79.20026899,unemployed,0.0,113.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,2160.889530262008
58,43c8c0d0-9fb7-46d2-ac8f-e3341fe5a0b8,19,With Parent,North York,43.7069298,-79.49976079,unemployed,0.0,109.0,1.0,0.0,31.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,184.88000000000002
59,90e6ecaf-6907-4456-865d-91b10c72bc69,62,With Spouse,Etobicoke,43.68584404,-79.56129246,fulltime,43436.85,138.0,15.0,6.0,22.0,16.0,27.0,15.0,9.0,6.0,0.0,0.0,0.0,0.0,36733.000000000015
60,b6d9b394-84d4-49c3-8fd0-5127ddc7a5da,59,With Spouse,Toronto,43.67272303,-79.38949635,fulltime,51237.1,147.0,15.0,7.0,74.0,8.0,18.0,26.0,13.0,0.0,0.0,0.0,7.0,0.0,50406.97
61,05c1ebdc-72c4-4608-8642-666825dc9069,56,With Spouse,North York,43.78843313,-79.35474035,fulltime,43230.8,145.0,17.0,6.0,34.0,12.0,7.0,15.0,9.0,0.0,0.0,0.0,0.0,0.0,37071.590000000026
62,54f38c09-ccbf-4dfc-821b-317bd1174778,36,With Spouse,North York,43.78586037,-79.39106244,unemployed,0.0,114.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,3096.7120530378047
63,4ed719f7-bdb0-48d7-8818-749efd835fb8,51,With Spouse,Etobicoke,43.61327317,-79.49275551,fulltime,50187.15,150.0,16.0,7.0,15.0,7.0,12.0,21.0,11.0,0.0,0.0,0.0,0.0,0.0,52605.289999999964
64,9a58fc0d-ed7f-41d6-80cd-6eb305334d38,77,With Spouse,North York,43.72053763,-79.5031608,unemployed,7952.7,147.0,16.0,6.0,16.0,4.0,27.0,14.0,9.0,5.0,7.0,6.0,0.0,0.0,10623.714545841918
65,4892ffd0-28c2-48f8-9903-25c9f752ac9e,55,With Spouse,North York,43.73561016,-79.46487753,parttime,27556.3,140.0,16.0,5.0,50.0,16.0,27.0,24.0,9.0,0.0,14.0,0.0,0.0,0.0,18358.979999999996
66,077b24e1-4b20-439f-afee-d4acd2561c8e,41,With Spouse,Scarborough,43.73964452,-79.29602415,fulltime,40307.3,151.0,17.0,7.0,35.0,23.0,7.0,15.0,9.0,0.0,0.0,0.0,0.0,0.0,27743.16999999997
67,3f5271db-eb2b-4606-a7a7-84eb0d7a7695,63,With Spouse,Etobicoke,43.63660138,-79.5180968,fulltime,58246.4,150.0,15.0,6.0,30.0,14.0,0.0,21.0,8.0,0.0,0.0,0.0,0.0,0.0,52451.58999999996
68,ccdb2f11-4b84-4f21-91bb-49f0fa3369fa,35,With Spouse,Etobicoke,43.719434899999996,-79.58744407,fulltime,99191.0,152.0,15.0,7.0,29.0,23.0,33.0,14.0,10.0,6.0,0.0,0.0,0.0,0.0,87528.80999999987
69,2ff66224-d9f9-443b-838c-a51955ae381d,56,With Spouse,North York,43.78198751,-79.34282216,parttime,33026.85,147.0,16.0,6.0,22.0,129.0,34.0,20.0,9.0,0.0,0.0,0.0,0.0,0.0,23039.33
70,a66079bc-b7f5-4e74-a984-f899fb5c8172,19,With Parent,Etobicoke,43.68779128,-79.51667359999999,unemployed,0.0,115.0,1.0,0.0,30.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,209.21
71,150efbbc-6451-49e5-9e2c-c2b00d0e0813,17,With Parent,Toronto,43.71432238,-79.40731565,unemployed,0.0,103.0,1.0,0.0,30.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.5599999999999
72,9baeb6e0-c487-469b-adcd-fb557ec081e1,15,With Parent,North York,43.71598981,-79.43484539,unemployed,0.0,97.0,1.0,0.0,30.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.79000000000003
73,5541df6e-8468-4a70-ac98-ddc17773e1c3,43,With Spouse,Toronto,43.66907806,-79.37172106,parttime,12247.4,146.0,15.0,7.0,14.0,138.0,27.0,13.0,10.0,5.0,0.0,7.0,0.0,0.0,7623.2600000000075
74,a1694ef5-6600-4a77-8a15-c38e853ed54c,23,With Parent,Etobicoke,43.75804005,-79.59435831,parttime,9786.48,120.0,16.0,0.0,45.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11611.839999999995
75,1408ab87-6c8c-408a-ae58-bdbdc4a823f2,14,With Parent,North York,43.78881019,-79.39134486,unemployed,0.0,99.0,0.0,0.0,30.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,99.08000000000001
76,39405921-6d10-4e70-b4bb-b69c984de6e1,21,With Parent,York,43.70326335,-79.44103039,parttime,5619.9,113.0,15.0,0.0,44.0,13.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6649.820000000001
77,c3b5a01f-c0c5-4185-9902-07025b112877,17,With Parent,North York,43.72228135,-79.30334869,unemployed,0.0,105.0,0.0,0.0,31.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.50000000000002
78,2bbd235c-a090-4289-93db-b3a8ca7b2cf2,33,With Parent,East York,43.68790629,-79.35756747,fulltime,23004.0,122.0,16.0,0.0,44.0,12.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,26194.10000000002
79,7e7f6da6-1ca6-4f18-a585-c57197cce53f,16,With Parent,York,43.68827822,-79.43996614,unemployed,0.0,104.0,0.0,0.0,31.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.18000000000002
80,a5c28853-27e4-4ad6-8d54-44247c956ce9,24,With Parent,North York,43.72310928,-79.4288038,parttime,17805.48,117.0,15.0,0.0,44.0,12.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,20574.640000000007
81,62b1d195-9d85-4ea1-9817-e56eab758e3f,36,With Spouse,Toronto,43.68730139,-79.40232434,fulltime,69868.0,141.0,16.0,8.0,29.0,140.0,14.0,16.0,7.0,0.0,0.0,0.0,0.0,0.0,71138.70000000003
82,ccc9f083-0bc6-430c-b9b9-c4f3d091e70c,21,With Parent,Scarborough,43.77877277,-79.32427312,parttime,3111.9,114.0,16.0,0.0,32.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4034.2200000000007
83,91fbbaee-c79f-4718-ae18-d0a16c30390b,52,With Spouse,Etobicoke,43.64598519,-79.54748322,fulltime,46491.05,142.0,16.0,6.0,14.0,15.0,19.0,17.0,9.0,1.0,0.0,0.0,0.0,0.0,48029.75000000001
84,9e4659bc-504d-4b27-af26-5238130042a5,36,With Spouse,Toronto,43.64210487,-79.41465118,fulltime,91721.0,157.0,15.0,7.0,16.0,12.0,33.0,18.0,9.0,0.0,0.0,0.0,7.0,0.0,82066.60999999997
85,9e8f0e7b-7acd-4d93-80a9-0e8b7382ef32,36,With Spouse,York,43.70632754,-79.52956787,fulltime,23124.0,152.0,15.0,7.0,57.0,29.0,7.0,15.0,9.0,0.0,0.0,1.0,0.0,0.0,13542.088534520528
86,82ec7107-301e-4e19-94d6-56465e596cd7,33,With Parent,North York,43.76145267,-79.38003992,fulltime,54903.0,123.0,16.0,0.0,44.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63177.03000000001
87,f6c82b7f-c364-4495-aca8-73ad5de3e50d,16,With Parent,Toronto,43.67235146,-79.32659497,unemployed,0.0,106.0,2.0,0.0,29.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.14000000000001
88,18342474-2547-40e6-b50f-ff451b985014,25,With Parent,Toronto,43.66970903,-79.30774877,parttime,15363.81,117.0,15.0,0.0,43.0,15.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,17799.690000000006
89,4bb91116-188a-4c8e-b513-799cfcacb5a4,52,With Spouse,Toronto,43.69982783,-79.43438582,fulltime,173923.7,138.0,15.0,7.0,15.0,142.0,19.0,15.0,10.0,1.0,0.0,0.0,0.0,0.0,192789.39999999997
90,881d84fa-6460-4534-91f5-a0430bc5d808,40,With Spouse,Toronto,43.64008873,-79.39395743,fulltime,42737.0,144.0,15.0,7.0,16.0,17.0,6.0,23.0,6.0,0.0,0.0,0.0,0.0,0.0,44065.089999999975
91,ec483206-47b6-47b6-8f5f-d04287eeadcd,56,With Spouse,North York,43.76145267,-79.38003992,fulltime,65067.0,138.0,15.0,8.0,45.0,7.0,27.0,14.0,11.0,0.0,0.0,0.0,7.0,0.0,49069.69999999995
92,1fdf625e-9602-4864-8e8d-128de11bd5ba,51,With Spouse,Scarborough,43.71290861,-79.24748117,unemployed,0.0,108.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,2143.436491283953
93,5aac0493-7bc4-43dc-b233-6cb09e15a8ce,61,With Spouse,Toronto,43.65908951,-79.3421397,fulltime,61917.15,141.0,16.0,7.0,15.0,8.0,6.0,27.0,8.0,0.0,0.0,0.0,0.0,2.0,66026.68
94,a0db4ffa-7ba7-43a9-ae19-7d06aa04fabe,56,With Spouse,Scarborough,43.8107124,-79.32655866,parttime,28437.2,146.0,15.0,7.0,22.0,6.0,27.0,17.0,8.0,0.0,0.0,0.0,0.0,0.0,21845.369999999995
95,0249bf2b-845f-4f2d-95d0-ce9e35a57055,54,With Spouse,North York,43.73749997,-79.50164419,fulltime,37946.55,148.0,16.0,7.0,22.0,8.0,27.0,20.0,10.0,5.0,14.0,0.0,0.0,0.0,31455.02000000001
96,4e7a1825-a1a5-4342-a351-6307816e77fb,51,With Spouse,Toronto,43.70625327,-79.42523784,unemployed,0.0,113.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,2519.0967428040562
97,b39f563e-a249-4493-a7a9-99c1a901926d,37,With Parent,North York,43.74294062,-79.50096109,parttime,15544.0,113.0,16.0,0.0,43.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,17314.500000000004
98,bf4cfed1-bd4b-47e7-a0ba-7e998f290e3c,25,With Parent,Toronto,43.66504253,-79.32147306,parttime,7743.45,113.0,15.0,0.0,45.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8761.86
99,d7b518ac-b11d-4e18-9ace-6c24342a7c6b,22,With Parent,Toronto,43.64739099,-79.39393318,parttime,8326.56,118.0,16.0,0.0,44.0,14.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9768.610000000004
100,8d4fa362-45ad-4bee-9855-7ddaac7c6639,58,With Spouse,York,43.68670759,-79.43572317,unemployed,0.0,112.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,2298.8995157259756
101,55c37915-9d46-4042-9f30-0a6028cfb6da,18,With Parent,York,43.70632754,-79.52956787,unemployed,0.0,107.0,0.0,0.0,31.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.579999999999988
102,5a307f08-2d2b-49bc-8e93-d0441fd31b15,67,With Spouse,North York,43.71536664,-79.50570208,unemployed,0.0,110.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,2638.117897190706
103,c2dcd96a-e591-4c5e-ad5e-ebd29f5c83d9,24,With Parent,Scarborough,43.78243213,-79.14663566,parttime,13065.69,120.0,16.0,0.0,44.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14808.510000000004
104,a7bf9cee-9d2e-432c-af55-08edaec729f1,24,With Parent,Toronto,43.63719615,-79.4006886,parttime,2783.55,119.0,16.0,0.0,42.0,13.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3517.2799999999997
105,bbc6b52a-36ca-417c-9261-8e5e1ffbbb28,33,With Parent,York,43.70326335,-79.44103039,parttime,18898.0,120.0,15.0,0.0,44.0,12.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,21530.799999999992
106,975c79d2-57e3-4b1c-ac8a-cd504300a51f,27,With Parent,Etobicoke,43.651590399999996,-79.57341896,parttime,7595.28,116.0,17.0,0.0,43.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8405.680000000008
107,55d59ca5-bd92-43f4-8878-93dbb9294e46,52,With Spouse,North York,43.78028156,-79.44551629,fulltime,70930.85,143.0,16.0,6.0,29.0,9.0,19.0,17.0,12.0,5.0,0.0,7.0,0.0,0.0,70353.07999999999
108,2c3d1254-61d6-4a22-9cde-5dfc086aaabb,35,With Parent,Scarborough,43.75063633,-79.26384288,parttime,17462.0,120.0,16.0,0.0,44.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19999.760000000006
109,dcc228e7-2bbe-488e-872c-bb12ae3364a2,53,With Spouse,Scarborough,43.7720555,-79.28531424,parttime,15513.5,146.0,16.0,7.0,90.0,133.0,7.0,16.0,7.0,0.0,0.0,2.0,0.0,0.0,10880.911737162678
