id,age,habitationStatus,addresses/principalResidence/municipality,addresses/principalResidence/latitude,addresses/principalResidence/longitude,workActivity,totalIncome
301048c3-314f-41b3-bd6d-04def4ab4e86,36,With Spouse,Scarborough,43.76621534,-79.31392252,fulltime,30470
6a795a6a-bd80-4335-856d-b3439e08f3e7,62,With Spouse,Toronto,43.7349962,-79.40513065,fulltime,71309.85
6456e336-1975-4380-9956-bd2576e00df4,53,With Spouse,Toronto,43.67063782,-79.3959209,fulltime,59415.9
decbd4aa-e1d9-4bc4-ae1a-ebee2c435a59,53,With Spouse,North York,43.7120067,-79.48080272,fulltime,45473.3
98e4b2ba-75fe-4794-aa75-83a4ef25b56a,26,With Parent,Etobicoke,43.73026966,-79.62498455,parttime,11235.18
f7ff4d9d-f9bf-420c-9b70-16f635818bf6,56,With Spouse,Toronto,43.67804442,-79.44630149,fulltime,94478.25
abea2e58-13aa-4f74-8816-4da6960fe2bf,28,With Parent,Scarborough,43.81820805,-79.2077985,parttime,11120.01
a066087f-ac78-401a-bd1f-d77f8f3a2807,55,With Spouse,Toronto,43.64739099,-79.39393318,fulltime,79245.35
d7baa64e-5143-4b1a-ab36-fd216c5140b7,51,With Spouse,North York,43.71536664,-79.50570208,fulltime,61584.8
c65b9951-2284-44d2-b13f-561c4966dcce,35,With Spouse,Scarborough,43.76639877,-79.20629716,unemployed,78025
7254abde-a6df-4384-8e5f-0282a32a1dc2,35,With Spouse,North York,43.78586037,-79.39106244,fulltime,91032
1f49f93f-00ec-40a2-904e-9ece90c62c23,51,With Spouse,East York,43.69619886,-79.32315764,fulltime,67064.8
62dbbe72-3579-4910-b3db-55a7046cade5,54,With Spouse,Etobicoke,43.65193531,-79.56812821,parttime,25398.9
e81ac416-e5ca-41c3-a961-6b3fc91894bc,52,With Spouse,North York,43.79162049,-79.33969411,fulltime,40273
cbac9bad-1644-4f37-90e8-c950caabcb21,35,With Spouse,Scarborough,43.69275131,-79.26100728,fulltime,48948
389f3589-2446-461c-aff8-afa394e911d7,54,With Spouse,Toronto,43.67008865,-79.40549896,fulltime,35820.2
689c5bff-a8e4-4412-afb8-b00a13b04687,53,With Spouse,Toronto,43.67653164,-79.3109225,fulltime,125385.65
4a257d66-0f97-430e-96eb-5fbec3aab676,30,With Parent,Toronto,43.68093361,-79.31756436,parttime,9657.12
0f202a30-b31a-43b1-9911-6b28025e2a08,36,With Spouse,Toronto,43.70250499,-79.38430736,fulltime,87981
012c8e83-d535-43bc-9915-df0163ece210,27,With Parent,North York,43.7861419,-79.36251793,parttime,8236.47
0ec61b41-9bde-4a56-85c3-d79099466191,56,With Spouse,North York,43.79355277,-79.33216383,parttime,32223
c864085f-d9fa-4d8e-9fcf-ee5a2e04ca2f,48,With Spouse,Etobicoke,43.59129363,-79.5323402,parttime,21642.5
59e34963-4c34-40b6-8424-90a06e0d4202,19,With Parent,Toronto,43.64683295,-79.37521636,unemployed,0
3c2e1a07-2f77-46aa-8600-6688697c2de9,40,With Spouse,Toronto,43.6462357,-79.3763487,fulltime,32052
831e0f80-cf85-46ca-a0e1-5e2d52bdbef1,36,With Spouse,York,43.70496607,-79.52037759,fulltime,44935
0592505b-919f-4abd-9d51-5d9128af98aa,16,With Parent,Scarborough,43.76074871,-79.21711293,unemployed,0
d4fbf0a3-2f6f-483b-be01-24b51bb8aba9,59,With Spouse,North York,43.73782478,-79.48634279,fulltime,43997.85
d56e9472-7528-4a81-a0c2-19d01475eeb9,61,With Spouse,North York,43.74294062,-79.50096109,parttime,17799.7
e416fe02-fc8a-4e84-9324-807111e58fa1,17,With Parent,North York,43.79197893,-79.42010101,unemployed,0
1bc31769-e8bc-4e58-b25f-919fcb1ce4a3,55,With Spouse,Toronto,43.67798387,-79.42626135,fulltime,72331.55
25a8d9f9-89ce-448a-8da9-572c713412f6,20,With Parent,North York,43.72053763,-79.5031608,unemployed,0
e1c4f22f-238d-4ca4-b5dc-e04fcd5e0b41,31,With Parent,York,43.68681648,-79.46346677,parttime,7499.58
c66e5861-6049-4aa8-aa21-e309706db48e,52,With Spouse,Toronto,43.67798387,-79.42626135,fulltime,54749.2
f40ebce2-5840-4583-a999-be5ce221e7c1,53,With Spouse,North York,43.75769434,-79.50981397,fulltime,35255.55
45a34368-2854-49f8-8cdd-22648b572565,36,With Spouse,Toronto,43.6668979,-79.46427713,fulltime,45883
c3f1ba76-5f60-48ab-a51e-b4a31b64a0a9,54,With Spouse,East York,43.68918114,-79.35381445,parttime,16992.4
723d6952-3f64-4305-b83e-d27b8a9370e2,51,With Spouse,Scarborough,43.81836754,-79.20026899,unemployed,0
43c8c0d0-9fb7-46d2-ac8f-e3341fe5a0b8,19,With Parent,North York,43.7069298,-79.49976079,unemployed,0
90e6ecaf-6907-4456-865d-91b10c72bc69,62,With Spouse,Etobicoke,43.68584404,-79.56129246,fulltime,43436.85
b6d9b394-84d4-49c3-8fd0-5127ddc7a5da,59,With Spouse,Toronto,43.67272303,-79.38949635,fulltime,51237.1
05c1ebdc-72c4-4608-8642-666825dc9069,56,With Spouse,North York,43.78843313,-79.35474035,fulltime,43230.8
54f38c09-ccbf-4dfc-821b-317bd1174778,36,With Spouse,North York,43.78586037,-79.39106244,unemployed,0
4ed719f7-bdb0-48d7-8818-749efd835fb8,51,With Spouse,Etobicoke,43.61327317,-79.49275551,fulltime,50187.15
9a58fc0d-ed7f-41d6-80cd-6eb305334d38,77,With Spouse,North York,43.72053763,-79.5031608,unemployed,7952.7
4892ffd0-28c2-48f8-9903-25c9f752ac9e,55,With Spouse,North York,43.73561016,-79.46487753,parttime,27556.3
077b24e1-4b20-439f-afee-d4acd2561c8e,41,With Spouse,Scarborough,43.73964452,-79.29602415,fulltime,40307.3
3f5271db-eb2b-4606-a7a7-84eb0d7a7695,63,With Spouse,Etobicoke,43.63660138,-79.5180968,fulltime,58246.4
ccdb2f11-4b84-4f21-91bb-49f0fa3369fa,35,With Spouse,Etobicoke,43.7194349,-79.58744407,fulltime,99191
2ff66224-d9f9-443b-838c-a51955ae381d,56,With Spouse,North York,43.78198751,-79.34282216,parttime,33026.85
a66079bc-b7f5-4e74-a984-f899fb5c8172,19,With Parent,Etobicoke,43.68779128,-79.5166736,unemployed,0
150efbbc-6451-49e5-9e2c-c2b00d0e0813,17,With Parent,Toronto,43.71432238,-79.40731565,unemployed,0
9baeb6e0-c487-469b-adcd-fb557ec081e1,15,With Parent,North York,43.71598981,-79.43484539,unemployed,0
5541df6e-8468-4a70-ac98-ddc17773e1c3,43,With Spouse,Toronto,43.66907806,-79.37172106,parttime,12247.4
a1694ef5-6600-4a77-8a15-c38e853ed54c,23,With Parent,Etobicoke,43.75804005,-79.59435831,parttime,9786.48
1408ab87-6c8c-408a-ae58-bdbdc4a823f2,14,With Parent,North York,43.78881019,-79.39134486,unemployed,0
39405921-6d10-4e70-b4bb-b69c984de6e1,21,With Parent,York,43.70326335,-79.44103039,parttime,5619.9
c3b5a01f-c0c5-4185-9902-07025b112877,17,With Parent,North York,43.72228135,-79.30334869,unemployed,0
2bbd235c-a090-4289-93db-b3a8ca7b2cf2,33,With Parent,East York,43.68790629,-79.35756747,fulltime,23004
7e7f6da6-1ca6-4f18-a585-c57197cce53f,16,With Parent,York,43.68827822,-79.43996614,unemployed,0
a5c28853-27e4-4ad6-8d54-44247c956ce9,24,With Parent,North York,43.72310928,-79.4288038,parttime,17805.48
62b1d195-9d85-4ea1-9817-e56eab758e3f,36,With Spouse,Toronto,43.68730139,-79.40232434,fulltime,69868
ccc9f083-0bc6-430c-b9b9-c4f3d091e70c,21,With Parent,Scarborough,43.77877277,-79.32427312,parttime,3111.9
91fbbaee-c79f-4718-ae18-d0a16c30390b,52,With Spouse,Etobicoke,43.64598519,-79.54748322,fulltime,46491.05
9e4659bc-504d-4b27-af26-5238130042a5,36,With Spouse,Toronto,43.64210487,-79.41465118,fulltime,91721
9e8f0e7b-7acd-4d93-80a9-0e8b7382ef32,36,With Spouse,York,43.70632754,-79.52956787,fulltime,23124
82ec7107-301e-4e19-94d6-56465e596cd7,33,With Parent,North York,43.76145267,-79.38003992,fulltime,54903
f6c82b7f-c364-4495-aca8-73ad5de3e50d,16,With Parent,Toronto,43.67235146,-79.32659497,unemployed,0
18342474-2547-40e6-b50f-ff451b985014,25,With Parent,Toronto,43.66970903,-79.30774877,parttime,15363.81
4bb91116-188a-4c8e-b513-799cfcacb5a4,52,With Spouse,Toronto,43.69982783,-79.43438582,fulltime,173923.7
881d84fa-6460-4534-91f5-a0430bc5d808,40,With Spouse,Toronto,43.64008873,-79.39395743,fulltime,42737
ec483206-47b6-47b6-8f5f-d04287eeadcd,56,With Spouse,North York,43.76145267,-79.38003992,fulltime,65067
1fdf625e-9602-4864-8e8d-128de11bd5ba,51,With Spouse,Scarborough,43.71290861,-79.24748117,unemployed,0
5aac0493-7bc4-43dc-b233-6cb09e15a8ce,61,With Spouse,Toronto,43.65908951,-79.3421397,fulltime,61917.15
a0db4ffa-7ba7-43a9-ae19-7d06aa04fabe,56,With Spouse,Scarborough,43.8107124,-79.32655866,parttime,28437.2
0249bf2b-845f-4f2d-95d0-ce9e35a57055,54,With Spouse,North York,43.73749997,-79.50164419,fulltime,37946.55
4e7a1825-a1a5-4342-a351-6307816e77fb,51,With Spouse,Toronto,43.70625327,-79.42523784,unemployed,0
b39f563e-a249-4493-a7a9-99c1a901926d,37,With Parent,North York,43.74294062,-79.50096109,parttime,15544
bf4cfed1-bd4b-47e7-a0ba-7e998f290e3c,25,With Parent,Toronto,43.66504253,-79.32147306,parttime,7743.45
d7b518ac-b11d-4e18-9ace-6c24342a7c6b,22,With Parent,Toronto,43.64739099,-79.39393318,parttime,8326.56
8d4fa362-45ad-4bee-9855-7ddaac7c6639,58,With Spouse,York,43.68670759,-79.43572317,unemployed,0
55c37915-9d46-4042-9f30-0a6028cfb6da,18,With Parent,York,43.70632754,-79.52956787,unemployed,0
5a307f08-2d2b-49bc-8e93-d0441fd31b15,67,With Spouse,North York,43.71536664,-79.50570208,unemployed,0
c2dcd96a-e591-4c5e-ad5e-ebd29f5c83d9,24,With Parent,Scarborough,43.78243213,-79.14663566,parttime,13065.69
a7bf9cee-9d2e-432c-af55-08edaec729f1,24,With Parent,Toronto,43.63719615,-79.4006886,parttime,2783.55
bbc6b52a-36ca-417c-9261-8e5e1ffbbb28,33,With Parent,York,43.70326335,-79.44103039,parttime,18898
975c79d2-57e3-4b1c-ac8a-cd504300a51f,27,With Parent,Etobicoke,43.6515904,-79.57341896,parttime,7595.28
55d59ca5-bd92-43f4-8878-93dbb9294e46,52,With Spouse,North York,43.78028156,-79.44551629,fulltime,70930.85
2c3d1254-61d6-4a22-9cde-5dfc086aaabb,35,With Parent,Scarborough,43.75063633,-79.26384288,parttime,17462
dcc228e7-2bbe-488e-872c-bb12ae3364a2,53,With Spouse,Scarborough,43.7720555,-79.28531424,parttime,15513.5
da2f94b6-1baa-46ec-8621-d46cb8aff9cc,36,With Spouse,Scarborough,43.79216121,-79.14828991,fulltime,57975
6769f01e-78b1-4f74-8392-f76f02b3e60f,35,With Spouse,Toronto,43.64948927,-79.3871808,fulltime,44168
578e3afe-7988-48a3-b2a2-46561a3f0542,60,With Spouse,North York,43.78881019,-79.39134486,fulltime,49277.5
cdacdd41-469e-465e-b144-da8d17d34df0,52,With Spouse,Toronto,43.68264834,-79.41927682,fulltime,55086.15
2270ca30-64a7-4352-a7c2-f8c4516839e1,53,With Spouse,Scarborough,43.77246357,-79.21232514,fulltime,36509.05
603626ba-e47c-44ba-97fe-e8083f505f2d,25,With Parent,Etobicoke,43.62753359,-79.57804943,parttime,8428.86
9d1e17fd-ee5f-4b6f-84d0-6671f99b1813,56,With Spouse,Etobicoke,43.65454029,-79.52226137,fulltime,97386.6
18ce9b1f-dfbc-4911-b0b3-45bf90b5ce7f,39,With Spouse,North York,43.73846813,-79.48949424,fulltime,39628
f55fe48c-9d77-4cbe-b07b-b8ccb8ace535,51,With Spouse,North York,43.7861419,-79.36251793,parttime,28529.2
36a845b2-c864-445f-9695-188f686fcf34,59,With Spouse,Scarborough,43.75175676,-79.23096334,fulltime,43656.3
2b1eb490-975f-4c48-897a-0104e16cdd06,51,With Spouse,Toronto,43.70443125,-79.42733034,fulltime,75977.05
36633aa8-99ff-4b65-a885-c5bf67e8c122,50,With Spouse,Toronto,43.68075498,-79.33920627,fulltime,106321.6
3e19a38f-9525-4da9-a8e0-24dc0f3be9c9,56,With Spouse,North York,43.72469017,-79.43042978,fulltime,81184.25
487d9e86-ba39-4d7b-b498-dc6601a32e2d,14,With Parent,North York,43.75107905,-79.46572668,unemployed,0
da400ff5-e86a-4002-b7a6-016a57232a26,38,With Spouse,East York,43.68980196,-79.353583,fulltime,33984
7ae6022b-e1a7-44d1-9039-3b550430bad9,55,With Spouse,Scarborough,43.7113671,-79.27072124,fulltime,35771.9
5b9a47ce-9e37-4948-84a8-466fbe2629e2,55,With Spouse,Toronto,43.65908951,-79.3421397,fulltime,70892.9
480e8b38-2676-4d63-892e-377a841fb640,40,With Spouse,Toronto,43.70152162,-79.42413462,fulltime,37825
99d0c47b-1f15-48f7-80ca-288b40e3ddf5,54,With Spouse,North York,43.7861419,-79.36251793,parttime,33455.8
7e308762-1e2e-4ef1-adaa-4d5a05c6e846,54,With Spouse,Etobicoke,43.67312938,-79.55546585,parttime,25302.3
f14b576e-8581-498e-8294-0fa87f4d8fa7,53,With Spouse,Toronto,43.67872142,-79.39138658,unemployed,0
da1620e9-8f56-46d2-a3af-6a4ca00c00b0,35,With Spouse,North York,43.7759958,-79.3931272,unemployed,0
4e695c5d-efb2-4704-939c-02606ba54177,49,With Spouse,Scarborough,43.78297722,-79.1375617,fulltime,47690.5
091b5a3b-e8b6-4efa-a5f4-73336f458412,51,With Spouse,Scarborough,43.77316117,-79.13809964,fulltime,70627.25
6d0ce956-a1c1-4aac-9add-3f09d4474773,55,With Spouse,Toronto,43.66676006,-79.47681165,fulltime,35674.15
f32e547c-cad4-47c1-925b-36ac7fb2c230,57,With Spouse,Scarborough,43.8107124,-79.32655866,fulltime,37108.2
c1b6e541-0f0e-4e6e-acd3-4fd8a199fcd7,56,With Spouse,Toronto,43.65366653,-79.46734637,fulltime,37426.75
edc8d449-6b8b-4924-9006-5c01eec6538a,53,With Spouse,Toronto,43.68093361,-79.31756436,fulltime,40539.8
eedff905-8585-4b26-b473-18080b6acd51,53,With Spouse,York,43.70326335,-79.44103039,parttime,19495.95
1fd1efe7-90dd-4cb5-bec1-2df6c44cf2a6,55,With Spouse,Scarborough,43.76978041,-79.24719619,fulltime,57514.95
1cc9205a-573d-4a26-ab08-adb2f3564939,54,With Spouse,North York,43.76663654,-79.40855431,fulltime,35038.2
db147ba8-2be6-4918-b9d0-8d23c9c0c6de,56,With Spouse,North York,43.76897601,-79.38309718,fulltime,41263.15
6d5bba69-3368-4384-9eda-79d3c2e4f45b,54,With Spouse,Toronto,43.63719615,-79.4006886,parttime,9465.65
c502d353-f0f0-4d5d-8380-191d4a9b8121,56,With Spouse,Toronto,43.64177814,-79.42190551,fulltime,61684.85
7fffae3f-2628-4264-b7da-3956430db95e,34,With Spouse,Toronto,43.65597975,-79.44382919,fulltime,41789
63379596-4f24-4ba3-a4ff-ed7935f1babc,52,With Spouse,York,43.66452925,-79.48883143,fulltime,130531.9
6338ca86-eb2d-4c31-8d0e-2552162db906,23,With Parent,North York,43.78986704,-79.4451704,parttime,4702.5
461901a0-45ef-4cb9-a1e2-8c860b0cf587,52,With Spouse,Scarborough,43.75135393,-79.30091544,fulltime,39857.85
732402e4-7faf-488c-a81b-b3f775799d92,54,With Spouse,Toronto,43.6578449,-79.36194988,unemployed,0
f3458963-e3d8-45ac-be89-472ad65c5dac,55,With Spouse,North York,43.76508245,-79.52236209,fulltime,44717.75
29ea6d4b-4e8f-4cbd-8988-05fffd1c7a30,24,With Parent,York,43.67383858,-79.49630549,parttime,8040.78
0094a405-3b48-4b6d-bbba-4be41f38c2c4,47,With Spouse,Etobicoke,43.64497453,-79.52858579,fulltime,67106.6
5795d13e-a9f2-49cc-8e20-bc32a001bd77,56,With Spouse,North York,43.76833808,-79.52593931,fulltime,53613
9359b6d0-5dc1-4637-863d-c2673041c343,62,With Spouse,East York,43.70758246,-79.31091007,parttime,27539.55
c30044bd-1c7b-44ef-b436-69ab8474369b,53,With Spouse,North York,43.76546638,-79.54520385,unemployed,0
efb4876f-fd65-493c-8092-ec120f096543,25,With Parent,Toronto,43.67008865,-79.40549896,parttime,8722.89
99c6c083-6993-4621-bb58-787c52f9d858,32,With Spouse,Toronto,43.68377364,-79.39182177,fulltime,55503
e6790f18-14b7-4031-a691-66e9e6cf2643,55,With Spouse,Toronto,43.64008574,-79.45380711,fulltime,48573.7
ff27cbfa-8eb3-49c3-a306-efbb4a76abf8,52,With Spouse,North York,43.78574787,-79.36939634,parttime,26651.25
bf163410-6075-4d69-9b3f-badfa473aa02,52,With Spouse,North York,43.77736468,-79.41275459,parttime,30564.7
7d70f376-5558-4e18-b02f-eab72417ec79,21,With Parent,Toronto,43.6462357,-79.3763487,parttime,9150.24
24474525-c40a-41f6-883a-e2b9c71cf908,39,With Spouse,North York,43.74418426,-79.41625386,fulltime,83731
ed3ad68a-c1f8-4d55-aeb1-69b0bed81771,38,With Spouse,North York,43.69999736,-79.47667562,fulltime,21928
09d62b36-0a16-4936-8aef-e4d0979db971,56,With Spouse,East York,43.68829922,-79.35281772,parttime,29741.3
e5a100e4-9744-4bff-bfc9-b46893de4901,41,With Spouse,Toronto,43.70250499,-79.38430736,fulltime,81794
85fef884-2994-4f99-899b-32343f28069a,52,With Spouse,Etobicoke,43.61599468,-79.49594879,unemployed,0
0a21ef8f-cfcf-4b09-a250-de2bad704973,36,With Spouse,Toronto,43.64141085,-79.3833082,fulltime,39528
4f418d7a-8d92-4e1f-8788-6093f6632f5e,55,With Spouse,Scarborough,43.76381277,-79.20381674,parttime,16808.4
91ecaa1c-a6ab-4faf-a2f7-3bf39891afe2,27,With Parent,Toronto,43.67249413,-79.4276436,parttime,7949.7
5c736b91-2c1e-45f2-bfe0-30297fadc328,54,With Spouse,Toronto,43.6404408,-79.39718894,fulltime,37240.45
da0a7be1-0489-4f8f-a944-d58648eb650c,52,With Spouse,Etobicoke,43.75804005,-79.59435831,fulltime,35355.6
9e38e533-95fb-41a8-b0a7-34fe4c5bfa24,53,With Spouse,Scarborough,43.74413517,-79.26631312,parttime,25662.25
72621fd3-a33b-4a83-94cb-e023542f422f,19,With Parent,Toronto,43.67347311,-79.3714268,unemployed,0
acf7cb85-c33e-4819-a62e-9eb705bbfdb6,57,With Spouse,Toronto,43.64739099,-79.39393318,fulltime,38942.45
af6de143-9075-4633-8fd8-f5b0dfd18059,36,With Spouse,Toronto,43.658374,-79.38456377,fulltime,56524
9174eb66-82a0-4be1-8743-1843053e4627,60,With Spouse,North York,43.77903443,-79.41999684,fulltime,36052.5
8cb8b139-de9d-4095-a3e6-8b22daeb31f1,58,With Spouse,Scarborough,43.79881922,-79.22572296,fulltime,50304.45
8a811baf-2fdb-41d1-bcd8-a7f5e9544658,39,With Spouse,Etobicoke,43.62457541,-79.51160233,fulltime,48608
6e4deb87-7f46-4f64-bb61-ef30623f2120,17,With Parent,North York,43.74943656,-79.54815993,unemployed,0
6a9e8671-7626-4ac7-89f6-5bf73e12e373,58,With Spouse,Etobicoke,43.6254476,-79.51247239,fulltime,52902.3
64b5d5c8-04e0-4b28-b429-478ffee8ed83,26,With Spouse,Toronto,43.66178531,-79.431066,parttime,13263.03
7c4dad9b-bdf6-4912-81d7-1b2c3654610a,53,With Spouse,Toronto,43.6578449,-79.36194988,fulltime,72306.25
40fcfdc5-3221-46e8-a471-9a7d247c0ae6,36,With Spouse,Toronto,43.67121762,-79.45845164,fulltime,65094
dd331f31-1524-4a2c-b3eb-9db92aaa5bb9,54,With Spouse,Scarborough,43.69293895,-79.27798358,unemployed,0
502b6d7e-7280-470f-b7a6-8213d683dffe,36,With Spouse,Scarborough,43.80540431,-79.20829733,fulltime,32637
92f89e73-ea7d-45a4-8c16-e9ec17932003,53,With Spouse,Scarborough,43.78243213,-79.14663566,fulltime,42433.85
a8eb9c99-0be8-4627-b5ee-a1dbce60b624,55,With Spouse,Toronto,43.64910957,-79.40153498,parttime,34020.45
d9980e9a-f559-4a2e-9946-783df5779ef8,53,With Spouse,Scarborough,43.7798838,-79.22226052,parttime,18513.85
45aa0536-a972-4482-badd-cb565030f17b,55,With Spouse,Toronto,43.67722124,-79.35473647,fulltime,101841.7
0591fa33-9b1f-40af-8bd9-f44e7c80d936,53,With Spouse,North York,43.72847965,-79.30501027,parttime,30801.6
c4ff66f1-fc90-46bd-a6bf-25ce95c12f3a,55,With Spouse,North York,43.72793242,-79.3899003,unemployed,0
a4bc4e0d-1e94-4bcf-a113-1d10cfe90bdf,51,With Spouse,Toronto,43.68075498,-79.33920627,unemployed,0
ce1e23e8-500f-4990-993e-62a086fa62bb,55,With Spouse,East York,43.69663443,-79.34037397,fulltime,71600.15
c519a189-d24b-450e-a0e7-b596932867d6,55,With Spouse,North York,43.7069298,-79.49976079,parttime,18808.25
ea81a2ae-0095-44a4-8dd2-76dcae89faaf,16,With Parent,Etobicoke,43.69487035,-79.55825457,unemployed,0
740b52d1-384c-46c7-9d30-405d00c9a3d9,65,With Spouse,Scarborough,43.73747601,-79.30495833,parttime,30563.4
86305912-4226-4cce-82b6-ee0962808086,51,With Spouse,Scarborough,43.8077274,-79.2096621,parttime,34148.1
d3362ef6-3390-46f9-bdcf-1fcc8d00d26e,41,With Spouse,Toronto,43.7288538,-79.40791201,fulltime,118728.5
eb8fcfb6-eb1d-4999-8768-774f0af4d110,55,With Spouse,Etobicoke,43.64314448,-79.55991291,fulltime,45115.65
f3518df3-3462-4182-b1ba-96bf228ed148,28,With Parent,Etobicoke,43.64085413,-79.5521888,parttime,13421.76
d74e78b5-659f-4a09-ad3e-49f4e410492f,35,With Spouse,Toronto,43.65684641,-79.37487379,fulltime,33076
c65f915f-4503-4471-86f8-6cd368226fba,52,With Spouse,Toronto,43.65366653,-79.46734637,fulltime,40995.2
df5bcff5-483e-4e50-b6e5-602846ac06ff,34,With Spouse,Etobicoke,43.62457541,-79.51160233,fulltime,64509
8e3d3784-9e27-4ee0-9d40-57321d9c5756,55,With Spouse,Toronto,43.66442426,-79.38545471,parttime,23650.9
b71d302a-be32-4ded-ba1d-33291eb5f8d8,35,With Spouse,East York,43.68980196,-79.353583,fulltime,37957
8d583cdf-976d-4a8c-815a-3d232d280f62,36,With Spouse,North York,43.74943656,-79.54815993,fulltime,62468
511b6931-a952-42c4-b405-5d458df01f05,26,With Parent,Scarborough,43.75369734,-79.19701886,fulltime,20968.86
1f695a6a-151a-44d9-a975-9caae2d2c06d,57,With Spouse,Toronto,43.68627265,-79.41016261,fulltime,77067.25
8001c8a0-0513-4d9b-ab3d-d4daafedc643,17,With Parent,North York,43.78586037,-79.39106244,unemployed,0
99b161f6-5e55-4099-bd34-83fcfc0597ae,41,With Spouse,North York,43.72874629,-79.44083783,fulltime,29136
4376e1d3-09e5-4f09-a1e0-4bf392463b92,20,With Parent,Scarborough,43.79617061,-79.21526028,parttime,5989.17
067fa0cc-e462-497e-920a-cf5bdc465827,37,With Parent,Toronto,43.68168833,-79.39169348,fulltime,38209
74e3ae53-da3d-4058-8246-9df84f17e4d0,35,With Spouse,Toronto,43.7288538,-79.40791201,fulltime,90590
84e87f2e-5cf5-4c40-b65d-5cf4d1ac8755,58,With Spouse,Toronto,43.64910957,-79.40153498,parttime,32778.45
172b6a27-24b2-430b-938c-cbcc291f91f4,36,With Parent,Etobicoke,43.67312938,-79.55546585,fulltime,25066
cb00e3f9-4049-4cd3-a06c-1befa7d71c30,36,With Parent,Toronto,43.66907806,-79.37172106,parttime,11622
b6bb86c6-195f-41f4-9579-3ef5b4afea36,54,With Spouse,North York,43.75107905,-79.46572668,parttime,28447.55
5d8b7892-18de-497a-bb58-49c05d168696,51,With Spouse,Toronto,43.6404408,-79.39718894,fulltime,40488.05
68b87d34-a632-4938-ab2c-9b2e4ff9f8c9,35,With Spouse,York,43.70632754,-79.52956787,fulltime,21234
20c3a10c-7e4f-49b2-83bd-38d9ef6b5bc2,57,With Spouse,Etobicoke,43.71343175,-79.54806509,parttime,34869.15
32286529-fa04-4300-a01c-85c63691b7e8,57,With Spouse,North York,43.76573844,-79.51095348,parttime,19688
8404e733-b088-4269-b85b-7c035f952834,55,With Spouse,Toronto,43.72948293,-79.40207984,fulltime,119099.75
a5d5b773-2029-4563-8c05-99adf5e267f4,52,With Spouse,Etobicoke,43.6674664,-79.58116344,fulltime,135673.55
64719b40-32ab-46cd-85ed-b1bb6cdd3345,24,With Parent,North York,43.78986704,-79.4451704,parttime,3546.84
a6b61f70-4acc-4ed8-bc7e-2f37cedb17bb,55,With Spouse,North York,43.80641656,-79.37445508,fulltime,48669.15
83ff91cd-228c-482f-a94a-047ce12871da,38,With Spouse,Scarborough,43.82455176,-79.21592153,fulltime,52336
