id,age,habitationStatus,addresses/principalResidence/municipality,addresses/principalResidence/latitude,addresses/principalResidence/longitude,workActivity,totalIncome
fa4ff053-8f12-4cc1-a2e6-3558e16b6a44,89,Group,North York,43.78472502,-79.33881252,unemployed,21704.2
5abc44e3-52d6-4d52-abec-58183117f440,30,With Parent,Toronto,43.70056262,-79.39474903,parttime,7256.04
119dc9cd-bfc4-40f2-a128-b1cf7c722c8e,25,Group,North York,43.77522185,-79.33553694,parttime,11649.33
5f7db50e-1210-4d5f-818d-4accefc7ce61,29,With Parent,Etobicoke,43.68128941,-79.57261234,parttime,9618.18
bc378f13-95fd-4e93-a292-5521489270dd,64,Group,Toronto,43.66649934,-79.34135406,fulltime,41941.55
a1db3c5c-ba11-44a8-8fda-c6a822cfeeeb,58,Group,York,43.65325041,-79.48729227,fulltime,75540.05
ab99810e-8792-4e9e-bd28-e876f895469c,34,With Parent,North York,43.79560241,-79.38984955,unemployed,0
a33826ab-81d0-48e4-be07-1ce91775492c,19,Group,North York,43.74073228,-79.39706242,unemployed,0
0c400962-1f52-4210-a77d-d195e1810886,40,Group,Scarborough,43.75260084,-79.19826513,fulltime,110778
cd74b26d-f9a6-40f5-b715-e2a4bbd8b437,50,Group,Etobicoke,43.64478334,-79.50725952,fulltime,92163.5
86f99150-14ef-4029-b30f-122b3f8ffa48,23,With Parent,Toronto,43.70497393,-79.42767967,parttime,18342.72
1d6a1542-781a-4742-b186-2261f0dd5bc5,26,With Parent,North York,43.71120266,-79.42852827,unemployed,0
45ca04ce-c599-44ab-8d13-07c85be63a3f,54,Group,North York,43.7579449,-79.49398803,fulltime,35506.25
78d86aaf-a3f2-44d4-8f27-10b4bc99700e,53,Group,Toronto,43.63446278,-79.42701875,fulltime,37887.9
78804f23-65ff-485f-8299-4899f6f003fe,41,Group,Toronto,43.70099298,-79.41949962,fulltime,88398
862df0d6-86e7-481f-b8e2-c2de8d8e97b3,67,Group,North York,43.76924676,-79.51961621,parttime,17567.4
eccc8f97-5987-4c3d-ba64-c39b63e083ab,46,Group,Toronto,43.65676203,-79.42574702,fulltime,63245.6
9a31aeb9-e2f1-4f7e-83a4-a294de914920,27,With Parent,North York,43.77007404,-79.34427235,parttime,8376.39
351cd71e-9875-4585-99eb-963aa9c2bc8a,44,Group,Toronto,43.67176036,-79.38592999,fulltime,119205.9
4e1a4a81-8fd8-4a0d-ac00-ba31894cc7dd,27,With Parent,North York,43.76896934,-79.35439162,parttime,15427.17
61c02283-2817-46fc-b511-e3e4e9fa6082,55,Group,Scarborough,43.81292955,-79.23329593,fulltime,38896.45
0e10b2e8-77be-4edb-968d-c320fa81e2fe,55,Group,Toronto,43.67547654,-79.43014312,fulltime,146833.15
0907eac3-c961-4c61-a553-c94bd56c8f6c,28,With Parent,Etobicoke,43.68968809,-79.52760954,parttime,17307.18
f4296e24-6389-488c-baed-01a6005ef809,51,With Parent,Toronto,43.63815316,-79.4373956,parttime,26669.5
c2db251f-45e2-4a5d-a4b4-af181407b712,20,With Parent,Scarborough,43.80294305,-79.1725871,fulltime,33647.79
33e2098a-f1a6-4ce4-b133-ca326c32ee19,33,With Parent,Scarborough,43.75523891,-79.17987322,fulltime,49315
e63bf0b3-d771-4b03-8500-01e031e04170,18,With Parent,Toronto,43.65401515,-79.43824377,unemployed,0
3c74bbf2-f457-411d-8363-3732e0f30f40,29,With Parent,North York,43.74884673,-79.49617385,parttime,13705.56
9bd37532-ced0-4f2b-a695-a62a9de860ab,50,Group,York,43.67286375,-79.49166508,unemployed,0
0d8441bf-11f5-4d36-b44b-b31eca1dc568,26,With Parent,Etobicoke,43.63416944,-79.51470691,fulltime,20497.29
65214b19-ef67-41dd-b1f9-1a1c6dc98ed8,22,With Parent,Toronto,43.66640598,-79.43925362,parttime,10153.11
0dbfe1ad-b5f2-4cc8-926a-aae493e75869,18,With Parent,North York,43.73171623,-79.34140891,unemployed,0
7e496ca3-9b81-41f2-ba3a-3c40d8c6170e,36,Group,York,43.68846423,-79.43492867,fulltime,75736
76538631-8b83-4e73-9d46-33c4041c67a8,77,Group,York,43.69159129,-79.43788307,unemployed,27153
af275919-9183-495b-874e-4fe3dfe2b0a7,25,With Parent,Toronto,43.69178664,-79.4172735,fulltime,30356.37
032ba6ff-98d3-4d11-837b-800fefa5182e,41,Group,Etobicoke,43.65959878,-79.51917052,fulltime,150060
08d3df08-8f42-453c-be71-9bc694dac404,20,With Parent,Toronto,43.68667845,-79.40465859,fulltime,21999.12
53e6c824-f20c-4f17-89c2-be585dcca34f,22,With Parent,Scarborough,43.82572095,-79.22950998,parttime,14987.61
fb16301a-ad45-46ef-a108-99b263fbf5b6,68,Group,North York,43.74579422,-79.51346899,parttime,25333.65
ae820d82-866b-4335-b111-6ba957b85d74,44,Group,East York,43.70891356,-79.29826425,fulltime,59482.5
39719984-6e53-46b9-b7bb-a2be47e909b2,23,Group,Scarborough,43.80998698,-79.26505899,parttime,8922.54
fab9ccfb-2ec8-4c22-bcf2-3d7b6085f56b,22,With Parent,Etobicoke,43.60270761,-79.49683845,parttime,15247.32
21c8efc9-bdc1-4031-9b45-5b908c7bcc5e,33,Group,North York,43.72965824,-79.41877308,fulltime,172835
f24ab317-f23c-4f69-aa2c-d9d936f65068,27,Group,Toronto,43.70257671,-79.4383003,fulltime,24971.1
3447d25a-8c12-4e51-8f31-2642e190523f,20,With Parent,Toronto,43.67031647,-79.48207725,unemployed,0
3f91aeda-2174-42e1-9883-8ed1f259ded8,54,Group,Toronto,43.659962,-79.45459517,fulltime,45786.1
cb8ee12a-50c9-4a85-a95a-0a62aadc5bf5,57,Group,Scarborough,43.81554581,-79.1989964,fulltime,50939.25
0c429b11-a7d3-4896-b64b-f5322495c024,27,Group,Toronto,43.67265112,-79.38873202,fulltime,32440.65
2c5dec05-5ee8-4d18-b366-08ed375d1235,79,Group,Etobicoke,43.64294753,-79.53704108,unemployed,26725.3
78d05dc3-41e9-4c3d-a851-2d3ab89dfd82,30,Group,Toronto,43.67215788,-79.34750639,fulltime,46208.91
a72d69c6-734a-413d-a864-79cae0dbc690,38,Group,North York,43.70284498,-79.4891123,fulltime,45059
df7b2d31-0a3e-46a9-81c3-5d6c35cffdc2,24,With Parent,Toronto,43.67338155,-79.30822059,fulltime,25251.27
26dfddf9-6059-434c-be13-cc172eb14f0a,58,Group,Toronto,43.67709588,-79.44380978,fulltime,51184.2
9d045858-3d00-4ce8-99f5-c5eb2a67be60,47,Group,North York,43.76432953,-79.32381539,fulltime,117744
5afe49ac-b949-4b70-9b14-bf8a65369348,47,Group,York,43.66106276,-79.49446132,fulltime,35941.4
a4e510d5-0bfb-424e-adda-f47ced75843d,43,Group,Scarborough,43.79613672,-79.14180966,fulltime,60238.2
5c2536d4-a31f-472d-92d9-44d180bb68f7,22,With Parent,Scarborough,43.74186635,-79.21156342,parttime,13734.6
18f21809-8261-4af8-bcbe-e8a7a063d159,32,With Parent,Toronto,43.71499056,-79.40357817,fulltime,39476
49fc41e0-9a19-43cb-bcd2-6e9e73bbd46f,63,Group,Toronto,43.6375103,-79.40058038,parttime,16209.85
620a8b47-3eb6-4468-ae21-a929bd1bfd6d,57,Group,Toronto,43.65731662,-79.38347914,fulltime,39509.4
b54d04c9-dcc2-4aa1-8b63-6cfc35a525fc,26,Group,Toronto,43.63780428,-79.4273146,parttime,13135.65
ce8fcbf6-9627-4f33-9601-2a0d8655cd31,22,With Parent,Toronto,43.67893136,-79.31349099,parttime,17214.45
11da9930-f457-4233-80a0-1e1313d548fa,25,With Parent,North York,43.77587157,-79.41730209,parttime,7682.73
733dfa56-4166-4c19-abf4-88d262bc6f3d,30,Group,Scarborough,43.81065496,-79.32161551,parttime,19186.86
20c377ea-991a-4862-b0e2-defdb41e3df7,58,Group,Toronto,43.65981288,-79.3512092,fulltime,48118.3
0506a85f-ac10-464a-89c0-ae34e3969cfe,48,Group,North York,43.79556749,-79.39858528,parttime,34622.5
f77df7b8-00f6-43f1-885d-cfd4dc3088bf,37,With Parent,North York,43.7862998,-79.41783064,fulltime,29080
2618bf65-2d57-4371-b6da-49832db779d8,55,Group,Scarborough,43.77403213,-79.25800983,fulltime,64679.45
32944576-bf48-4861-b09a-6027139f7c52,73,Group,Scarborough,43.81915287,-79.28226899,unemployed,61219.9
2595716b-2b8f-420e-9fed-ab081a03cfb2,49,Group,North York,43.77467439,-79.34185551,unemployed,0
d7812942-3eb3-4a64-832a-108a6e4affb0,34,Group,Scarborough,43.77968455,-79.15145538,fulltime,135173
a80a0523-0e3d-4f01-9cca-efcd063a0b2e,16,With Parent,Scarborough,43.77403213,-79.25800983,unemployed,0
69ca6ebc-1c11-4efb-b765-4935e0a96b7c,21,Group,Toronto,43.68063094,-79.45816145,parttime,10761.96
a8b607df-ac23-4499-8046-bd472ebaac36,27,Group,Etobicoke,43.60002283,-79.54568127,parttime,16859.04
da9bea25-d7e7-4ee0-b204-87cff9efa441,58,Group,Toronto,43.66661224,-79.30310712,fulltime,72103.85
ccaf0a46-2eb5-4b73-8f5b-b0ce96f5bf3a,29,With Parent,North York,43.79556749,-79.39858528,parttime,9943.23
a15f6de8-6744-453c-ad88-449ba60c03b3,25,With Parent,Toronto,43.66933795,-79.40208461,fulltime,25450.59
d9aa0d6d-ef36-4940-9dd7-383675dd266d,26,Group,Toronto,43.66629676,-79.47270901,parttime,15923.16
8d797f09-4066-4170-adab-931a2b004489,46,With Parent,North York,43.74398862,-79.49417373,parttime,28057.7
1ed4bf97-e3c8-44c8-9828-fbc685551fd3,83,Group,Toronto,43.71485018,-79.39931647,unemployed,34763.4
1d0187d6-af7f-401c-b7be-ac073231a4ba,54,Group,North York,43.79531378,-79.3545517,fulltime,86168.35
5e2b3466-0585-4360-b73b-82f497c929cf,39,With Parent,Etobicoke,43.59096886,-79.53685719,fulltime,48711
290a8546-c0d9-4dde-902f-e77d1eb67cf0,57,With Parent,North York,43.7888662,-79.4463492,parttime,29569.95
6a6954c6-8e33-4298-a37c-cc5c7a266d3e,20,With Parent,Scarborough,43.74360962,-79.26688296,parttime,11816.31
794543fb-86a9-402e-8541-72f00f6e7835,65,Group,Scarborough,43.80072748,-79.27817021,fulltime,35281.1
9a9c7dc8-72b0-423d-8776-998b27de6609,20,With Parent,Toronto,43.63780428,-79.4273146,unemployed,0
fa669514-2582-4611-9ecb-39585ee1a790,50,Group,Toronto,43.67006202,-79.31077827,fulltime,150609.8
c5d0869c-5ae2-40fd-91d3-a83255313ccd,28,Group,Etobicoke,43.65862942,-79.58477059,parttime,15288.57
33df7fac-6060-4198-835e-d8a8dbd7cb20,22,With Parent,Toronto,43.66003929,-79.35006703,fulltime,25495.8
8ed0617a-32bc-42d2-bcaf-0be8ab31046f,27,With Parent,Toronto,43.63446278,-79.42701875,parttime,9311.28
51a1f72d-28da-4be9-b361-2dffad4db03a,18,With Parent,Scarborough,43.71306377,-79.29624045,unemployed,0
1ff2784b-2694-4996-a626-c3ae4c86aaf6,90,Group,Etobicoke,43.64477862,-79.53029553,unemployed,35840
ef97b69c-7381-4c8c-a53d-df724443ad6a,21,With Parent,Scarborough,43.78545286,-79.18529773,parttime,15609
e0a7aaaa-6b20-4c9e-94ed-7e5f463e723d,28,Group,Scarborough,43.7400481,-79.27395877,parttime,11911.68
291746ab-0833-42bb-9795-50c119200374,59,Group,North York,43.76896934,-79.35439162,fulltime,49008.4
a9f2d369-d187-4416-9a5a-f92f84d618e4,26,With Parent,Toronto,43.66467674,-79.32788489,parttime,15483.93
4a15a103-7fcd-42bd-a196-6de9e9de5f67,30,With Parent,North York,43.7377481,-79.51131519,fulltime,25589.19
2512c951-880b-4f39-9501-141f36cd1508,91,Group,Scarborough,43.71107565,-79.27059519,unemployed,31814.3
61a2c2aa-d467-4561-87ac-a4c615ba23c1,17,With Parent,Scarborough,43.79833851,-79.17720827,unemployed,0
4d7e218a-296a-47cf-99c9-4370660ffd45,34,Group,North York,43.73171623,-79.34140891,fulltime,72016
bdcedc45-27e4-42ae-a3f8-17c3be5b086e,25,Group,Toronto,43.67454626,-79.37259624,fulltime,37496.25
0d38dc52-2187-482c-890d-90f3484b2d3e,43,Group,North York,43.79491719,-79.43028712,parttime,33145.2
8a47565f-aa9c-419e-9ea4-41da0ffb4b0f,17,With Parent,Toronto,43.67164707,-79.35355541,unemployed,0
824bb9f0-b72c-4c3b-a245-25fd739651d4,16,With Parent,North York,43.72965824,-79.41877308,unemployed,0
be78b0b4-047f-4712-87a8-a46d01e9f4fd,18,With Parent,Etobicoke,43.63770842,-79.49353779,unemployed,0
83746758-8e11-4005-b2b0-49c702dd8e75,55,Group,Toronto,43.65112974,-79.45202577,fulltime,55887.7
10ff2020-19b6-49e6-829e-caac71660478,27,With Parent,Toronto,43.659962,-79.45459517,parttime,18115.02
85f3fad3-0494-41d0-b0af-0db2a57ed4e7,26,With Parent,Etobicoke,43.74418751,-79.59824195,parttime,11231.55
abc1a214-a145-456b-9e83-c8f2ffc0773b,21,With Parent,North York,43.79180281,-79.44348741,parttime,9305.34
2b48d658-2ea7-412c-936e-355abe7d74fc,19,With Parent,Toronto,43.6883733,-79.30720811,unemployed,0
8556b15b-7a15-4d6d-b4a5-3d8582849819,16,With Parent,York,43.69580512,-79.44106173,unemployed,0
68bb616e-cc35-4fde-b398-35df5a321d50,23,With Parent,North York,43.73137021,-79.50777171,parttime,10545.48
4f044f77-ab5b-4785-9d8f-c7145526e2fd,19,With Parent,North York,43.77490163,-79.35688551,unemployed,0
b6f215e3-8c2a-4bbd-9f56-5fe127423322,42,Group,North York,43.77007404,-79.34427235,parttime,28595.6
4693ba1b-2f9e-4d27-a98f-b0fec112c835,53,Group,Scarborough,43.81089319,-79.23238892,unemployed,0
7004f23f-59a4-49e4-8f5a-d53eb9dcd22a,24,Group,Etobicoke,43.63299399,-79.54566949,parttime,9092.49
8c77c69e-fbad-43a7-b87f-f5b37106fcab,76,Group,Etobicoke,43.62670896,-79.51238841,unemployed,41391.7
0ecd3b2b-5335-4063-b365-1eb39730611c,29,With Parent,East York,43.70986335,-79.2986157,fulltime,34263.9
4615309c-5ee4-4783-98eb-6c05435808f4,65,Group,York,43.69580512,-79.44106173,fulltime,71449.5
2b3f163f-7f10-46e7-9cc5-5ca9170ac504,33,Group,East York,43.70205065,-79.3687396,fulltime,46633
f05e7702-be4f-4d45-a26d-8f2a9c05e0e4,17,With Parent,Etobicoke,43.73150807,-79.59628501,unemployed,0
6bff98de-3370-48ca-9536-ed75d2193fb1,28,With Parent,Etobicoke,43.74526365,-79.58396805,parttime,10991.64
e0069446-0792-48b8-a373-040cfcd866df,28,With Parent,Toronto,43.6779678,-79.4488036,parttime,12787.17
771672f7-6163-424d-b9d2-498177e53dcf,25,With Parent,East York,43.69389521,-79.30085396,parttime,11118.03
29b2d803-e148-4e13-9082-c20d852c678e,45,With Parent,Scarborough,43.78502653,-79.32096428,fulltime,44496.1
87f57708-2ada-44b8-8a71-2be82ecd8aac,28,With Parent,Toronto,43.67268762,-79.42173417,fulltime,20263.32
b04c591d-e9d4-4559-b199-f9713400fbac,17,With Parent,North York,43.77278181,-79.45346554,unemployed,0
643d4c56-1f77-4169-883b-8f766d496107,36,With Parent,North York,43.75963792,-79.51715959,fulltime,23525
efe6212b-068d-4c97-8a53-e07bc729fb53,30,Group,Scarborough,43.77626173,-79.3209627,parttime,12696.42
96d8fe32-1565-43cb-8cf1-74c111da18d7,36,Group,Scarborough,43.6931118,-79.27745747,fulltime,44551
a9c2dc03-039b-4f43-8de7-8c7486ef84e5,52,Group,North York,43.78261478,-79.45526084,fulltime,91143.25
445d4699-746c-489f-85e0-ea9662219383,67,Group,North York,43.74472294,-79.51930923,parttime,21588.75
d9aefcc8-1217-42d5-a143-dea92049e4f1,29,With Parent,Etobicoke,43.69293076,-79.51734668,parttime,7884.69
384fd6fa-b2f6-485d-ac0e-a7bb9b3ef4f1,59,Group,Toronto,43.67507276,-79.46013533,parttime,34372.35
a97b63ea-3b9d-4292-9b06-3d0ce3a29487,30,With Parent,Scarborough,43.79857406,-79.30512678,unemployed,0
8c63c8af-ae19-442d-b5e0-d9a0d02c225d,66,Group,Scarborough,43.71176351,-79.26143376,parttime,27523.4
15611c22-f5f5-42bc-a0d0-57831bf2e37b,25,Group,Toronto,43.64876458,-79.43345046,parttime,10874.82
2c912e87-04bb-463d-a170-dacb0ac7a73a,91,Group,Toronto,43.66663603,-79.33954999,unemployed,29887.2
720d6e51-2af2-46a5-8cf5-aca29c0cf388,27,With Parent,Toronto,43.66483495,-79.38119237,parttime,5920.2
e70bdae2-492d-4048-b50c-ebb3ec84c363,33,Group,Scarborough,43.75067432,-79.24484193,fulltime,67650
1d90e88d-0a5a-44e9-bae1-9bea8fb2fba5,34,Group,Toronto,43.68687335,-79.37315986,fulltime,309401
0fbb5478-814a-4ebe-82b8-53b48bb14aa5,24,Group,North York,43.76405804,-79.56747765,parttime,12228.15
f887fe27-7e51-472c-9626-58f4bf004b60,16,With Parent,Scarborough,43.73913589,-79.27179484,unemployed,0
32423028-637b-42ce-8f2d-b16f19276f77,78,Group,North York,43.7418536,-79.48760094,unemployed,21888.3
f6b33565-a78f-46cc-998d-5b46664e232a,20,With Parent,Scarborough,43.79684736,-79.23401211,unemployed,0
68b941db-6b39-4107-93ef-1fd22f38d8d8,48,Group,Toronto,43.66836848,-79.45384619,parttime,28393.2
73659a1b-83a1-4f6b-af4f-332407f87d47,48,Group,York,43.69814541,-79.46295836,fulltime,43645.8
639e8574-6073-48a3-9bc6-c8874760f24a,37,With Parent,Toronto,43.64941226,-79.37087997,fulltime,39578
e6360b28-43e4-4cb5-8ddb-dca79e0334b3,63,Group,Scarborough,43.81849801,-79.28262707,fulltime,39244.5
6fe4738f-299e-4ecf-a6c3-c272502178e5,38,With Parent,North York,43.73716591,-79.4971248,fulltime,42271
0de9eec1-df2e-4798-826f-dcdfafdb5d54,24,With Parent,Toronto,43.63961766,-79.41579229,parttime,6443.91
a965b357-cee5-4110-a361-781801f831d6,74,With Parent,North York,43.75165423,-79.32689308,unemployed,25812.5
542c6002-4f06-4a7d-ac9a-d17cf03c465f,41,With Parent,Toronto,43.66123252,-79.40595941,fulltime,59603.5
25e2e969-b804-4447-8eaf-0fe49a7d49c1,51,Group,Scarborough,43.809121,-79.20671817,fulltime,42147.5
e10f5cde-8ddf-40b0-b8bb-9882f627aa70,28,With Parent,Toronto,43.7030817,-79.41454978,fulltime,34080.75
35707bdc-157f-4993-be94-daa77cee9921,24,Group,Scarborough,43.79183572,-79.28960686,parttime,9560.43
1e917f76-166d-41dc-a066-251f6b98fe83,39,Group,Scarborough,43.78293933,-79.29957063,fulltime,61805
bb457506-5fc7-488f-aa7a-1b86bb048737,80,Group,Toronto,43.67257603,-79.41339357,unemployed,30492.7
f62e89a6-8ce2-4ae5-8fd5-a020ae30e81a,27,With Parent,Etobicoke,43.60667371,-79.52082232,unemployed,0
32cf7218-6057-40e6-a737-6ebf86beec48,38,Group,Etobicoke,43.72631093,-79.59354513,fulltime,39604
4c6f7013-1b18-4d37-a517-d5f0897ec174,18,With Parent,Scarborough,43.8066859,-79.28805699,unemployed,0
dda29c29-5ed9-4414-a920-b1e4cad184e0,24,With Parent,Scarborough,43.7533555,-79.27242004,parttime,14423.31
e50086a9-6a61-4a5b-9e4d-2e485e39824e,33,With Parent,North York,43.79172919,-79.3653969,unemployed,0
a5e4ff40-712b-47de-a2bc-c404f06def84,28,With Parent,North York,43.74348302,-79.34374725,parttime,19344.27
54484ecc-3457-4e77-828b-83b8c527e6de,57,Group,Scarborough,43.79148974,-79.18042292,fulltime,65798.4
9bdeb0cc-ce6e-402c-9919-54e3fd80150b,20,With Parent,Scarborough,43.78293933,-79.29957063,unemployed,0
8d23c41c-5c5f-49d0-8026-49fab722c94f,37,Group,York,43.68240138,-79.48124405,fulltime,32722
b4590d42-18fe-4cc4-8ca8-7add34a6d999,58,Group,East York,43.69389521,-79.30085396,fulltime,43090.5
3de14f87-468c-4305-9438-2e14c2164357,21,Group,North York,43.79366944,-79.34837155,parttime,13864.29
a8c7c4cb-2369-4990-967b-c22fa53d6ce6,69,Group,York,43.65038012,-79.48719802,unemployed,0
078e43c7-9cf6-49cc-95ef-73823b75853c,31,With Parent,North York,43.75324251,-79.51211645,parttime,7519.05
9b39a492-1330-4b05-9436-14a11677a928,21,Group,Scarborough,43.80423318,-79.26041938,parttime,9492.78
3dca1ad0-3609-45ed-a0a9-2fb919274369,25,With Parent,Toronto,43.66174247,-79.43239632,parttime,11661.54
0472bb61-4cea-488e-806e-76e08470e3c0,16,With Parent,Toronto,43.66526263,-79.30777857,unemployed,0
ad2fab61-2c48-4a00-84c8-ac841a73df1f,29,With Parent,North York,43.78018949,-79.41109622,parttime,8878.98
9986fa0f-2de0-4214-84f4-88a4621d0697,70,Group,Toronto,43.6622355,-79.33889934,parttime,19232.75
f4714194-86ba-4f08-b468-8eb5cdc2aba0,60,With Parent,Etobicoke,43.62670896,-79.51238841,fulltime,56108.5
bbdc4f86-96ec-43f2-959b-f222aa6f991a,23,With Parent,North York,43.76861677,-79.38806617,parttime,11874.06
e8c74963-dde9-41bf-ae73-97c6b3a521b1,57,Group,Scarborough,43.8262895,-79.28785676,parttime,28911
61c1326a-b28c-4ecf-8321-d0bc0bc8f8c0,64,Group,North York,43.7862998,-79.41783064,parttime,28709.95
657cdcb8-b716-4aba-bdac-854a06d0780a,24,Group,North York,43.76014563,-79.41442938,parttime,19782.51
27be5189-9af6-4ce2-9c84-1aec0616b756,22,Group,Toronto,43.69178664,-79.4172735,fulltime,28808.67
526a36c3-b4f7-4609-8674-849b04810728,19,With Parent,North York,43.75740832,-79.44205623,unemployed,0
fcec59c2-6f9e-4ea3-8eb7-2992a15df691,59,Group,Etobicoke,43.62182191,-79.4986248,fulltime,49545.45
403e5306-d158-4260-8382-52ca4718abf8,54,Group,North York,43.77265995,-79.38192414,fulltime,36803.45
88659f4f-2243-474e-93c9-a5a6d43f6171,24,With Parent,York,43.7049416,-79.43997547,unemployed,0
6f1cc067-c477-43f1-9ff4-ab0fc50cf685,41,Group,Toronto,43.66007533,-79.36050238,fulltime,60843
d78069dd-bbd5-4c64-9ce7-3d23423c289b,26,With Parent,Toronto,43.6375103,-79.40058038,parttime,7003.92
4b4c93e5-be2b-4c15-9322-21bcf743a44e,31,Group,Scarborough,43.81495438,-79.26999443,parttime,17488.02
13113e7f-a891-458b-ba9f-6866acef580f,23,With Parent,Scarborough,43.81089319,-79.23238892,parttime,12065.46
3bc2805f-1072-4c52-b6c7-d6de501a7a37,60,Group,North York,43.76213932,-79.37693582,fulltime,65142.9
27b43c63-496c-44e6-9788-45bf3fd41b55,52,With Parent,Etobicoke,43.72631093,-79.59354513,fulltime,47973.4
af28b3db-891e-4926-b3f8-d05f1d5af9f7,58,Group,North York,43.78028156,-79.44551629,fulltime,35517.75
82570207-3c03-4315-a20f-9c30f05ad6c1,21,With Parent,Toronto,43.66077428,-79.36556819,unemployed,0
aac613f8-bd2f-4dce-a1b1-e1db736ea94c,60,Group,Toronto,43.64206736,-79.44543795,fulltime,56833
a5f34cf7-5b83-41fa-8028-f6ee14916508,48,With Parent,Scarborough,43.74627946,-79.25844206,fulltime,75599.7
099346cd-3853-4e94-b9f8-47b4f233ce2c,38,With Parent,Toronto,43.65181784,-79.47508744,unemployed,0
24e096b6-da4d-4306-9456-5146c1a0643c,20,With Parent,Etobicoke,43.59299674,-79.52824764,parttime,12179.97
